POI_ID,POI_TYPE,LAT,LON
1211051907,Medical Service,9.722237671514922,7.028818743618687
1141831325,Bank,8.848408831970483,7.263386613685408
1083949708,Consumer Electronics Store,9.41330049330326,7.235757377524008
1141799976,Business Facility,9.633782981818458,7.401673551205941
1210942676,Park/Recreation Area,8.644743674778,7.4373550151269034
1141805723,Hotel,9.392457455887776,7.366911683564389
1048930538,Park/Recreation Area,9.37893428867992,7.697591787977442
1048159026,Business Facility,8.166438209033414,7.089015859592165
1048167431,Grocery Store,8.481898106605232,7.692087805798222
1209514876,Other Accommodation,8.522452082614892,7.110282220225038
1141802861,Government Office,9.011580438557928,7.466045950102313
1096543073,Pharmacy,9.303182787835638,7.510106689555734
1017599063,Business Facility,9.795674091046854,7.879922036507654
1203126156,Petrol/Gasoline Station,8.531864230017069,7.58283849536143
1208949005,Restaurant,9.430951816314565,7.645723007287945
1048157957,Government Office,8.625419522084629,7.671807937381691
1048930805,School,9.13625884580957,7.19407990859429
1136368346,Specialty Store,9.402755953238444,7.4981653472915
1141793954,Hotel,9.665166158471674,7.257770245702858
1113284331,Government Office,9.061842306807588,7.425641733936413
1113285131,Place of Worship,9.177611606082417,7.680155793100257
1142410286,Government Office,9.036604878671112,7.767954039200489
1113281375,Place of Worship,9.36840908100911,7.569938967927069
1130379063,ATM,9.427998357490313,7.770620889487304
1048163000,Police Station,9.176904369243642,7.434093680070205
1141792929,Specialty Store,8.992465622175844,7.475715714748013
1096545919,Embassy,8.954074527063643,7.75979697980464
1141822983,Hotel,9.40177785833867,7.414385111460975
1141803773,Business Facility,8.5784199438832,7.494193869171052
1141822007,Shopping,8.523233892888872,7.014967069076316
1048158086,Place of Worship,9.271796199416764,7.764998485028624
1113281424,Shopping,9.079849050638929,7.6936244822413755
1130378778,ATM,10.163261731565317,6.988647041569437
1202896210,Bank,8.957982323656035,7.1668288244113745
1141886507,Business Facility,9.72443615435343,7.672857400183975
1048168851,Hospital,8.627192283871526,7.191071246530145
1048161021,Bank,8.023870972008766,7.400661719003619
1142405853,Business Facility,9.246218843876527,7.236450652673734
1048164639,Bank,9.25426909014307,7.482579601126577
1096547376,Pharmacy,8.569565736748277,7.6540042782775375
1017594333,Business Facility,10.146474565793598,7.806469584021548
1048160537,Grocery Store,9.695905806615643,7.378441743375997
1048158254,Medical Service,8.821314873113504,7.16700182535139
1141825115,Specialty Store,9.654805446961944,7.680889826590811
1048166530,Bank,8.84573319263819,7.857957073919017
1141800962,Government Office,8.4960626579693,6.9797631823806325
1048163373,Grocery Store,8.860060591433726,7.1140983910671425
1209514804,Park/Recreation Area,8.90979777512262,7.088981904469213
1113284375,Shopping,8.870355482343799,7.518596523401271
1096543086,Hospital,9.086725324853605,7.0496037813712435
1048166215,Grocery Store,9.126879633812424,7.43160217499498
1096543522,Medical Service,9.00985327858753,7.49876596536372
1048166723,Bank,10.034735254900962,7.251198953422678
1048168347,Grocery Store,9.04726805022608,7.567342760148363
1136370654,Consumer Electronics Store,9.261272306575117,7.806423554046753
1083950101,Restaurant,8.975131422649165,7.235810091985634
1141805254,Business Facility,8.981995289804333,7.2198085858511005
1017605084,Park/Recreation Area,9.397162130422275,7.618964357633175
1096549009,Bank,9.399415213826867,7.231395261449032
1048165423,Consumer Electronics Store,9.289081256096617,7.61991189644493
1203115690,Restaurant,9.157836811685176,7.766228340364777
1203126154,Petrol/Gasoline Station,9.175799428395258,7.363519415546926
1203121760,Hotel,8.659718465890773,7.24774094499638
1207655411,Business Facility,9.558266768844012,7.8017457501901095
1211517910,Petrol/Gasoline Station,9.47334045863782,7.666755363962936
1096543122,Government Office,8.55000602019575,7.723217951735539
1083949772,Place of Worship,9.14341853178185,7.588036711738813
1083947698,Government Office,9.20812127707286,7.727837373734078
1141795816,Specialty Store,8.862260959979197,7.2030938835078535
1119199861,Residential Area/Building,9.74153608972974,7.15649748325463
1141883803,Specialty Store,9.673567678951636,7.542980982765705
1141830608,Shopping,9.452296801395965,7.6291367023581325
1141804266,Place of Worship,9.089458596779698,7.609044303051483
1048930776,Place of Worship,9.564349076914683,7.326505029530068
1207655493,Civic/Community Centre,8.565300607116445,7.191378764397598
1141833295,Hotel,8.696767826102233,7.139454688882255
1211166044,ATM,8.700981336474797,7.324161666522389
1144473913,Place of Worship,9.704760563025648,7.562953166455183
1136370562,Business Facility,9.51274456307742,7.778869535248496
1136368169,Place of Worship,9.283710747674643,7.1433700422237125
1141821564,Hotel,9.321601363375516,7.09951464210766
1048163993,Civic/Community Centre,9.282370028230881,7.490580276357258
1096560696,Government Office,8.735438171119021,7.650565070522328
1096547065,Government Office,8.74624838229709,7.5414497728346115
1096545602,Place of Worship,10.077623067353173,7.169364285647584
1136368351,Sports Centre,8.794572552299417,7.637156186836472
1096545875,Home Improvement & Hardware Store,8.34506500442955,7.758617576524456
1039982979,ATM,9.017537232163034,7.561896579404909
1048166784,Business Facility,9.558580294641962,7.1406250832940135
1048159093,School,9.101241365495259,7.844923929488745
1113314727,School,9.802580534850133,7.473548226767187
1096545596,Specialty Store,9.104491905059815,7.679296131611412
1141803173,Business Facility,8.546555984777974,7.58285492539891
1096542878,Hotel,8.908625374132265,7.146980254846562
1017595439,Business Facility,8.7745830325522,7.585604644577429
1048160381,Other Accommodation,8.812277627579322,7.558859764380844
1141790815,Police Station,9.800965414654872,7.093557165140505
1048160557,Grocery Store,9.558232815997469,7.667137838237981
1141800676,Residential Area/Building,8.585767395904378,7.4609098077371545
1208948973,Restaurant,9.402338004048824,7.4783741409314715
1141817819,Business Facility,8.62696439087132,7.65974548983218
1083949903,Hotel,8.512106517595958,7.168293740733037
1048162612,Police Station,9.17988670502494,7.713026713566659
1131904268,Bank,9.384310562639143,7.207201191292762
1141789276,Pharmacy,8.995203718560072,7.2448882362573945
1113280993,Petrol/Gasoline Station,9.831880829242657,7.1427706036436325
1113284014,Government Office,9.119984456223468,7.358785355060513
1144477838,School,8.74320139719008,7.286780871812215
1048158383,Hotel,9.152443294647668,7.359942912693338
1048159234,Hotel,9.403443527652769,7.340045814751395
1207521540,Business Facility,8.15264735521487,7.192411317077067
1142411128,Government Office,9.327584701045717,7.640757556554179
1203121733,Hotel,9.012188934760392,7.478884822830802
1136367899,Pharmacy,9.6001614760971,7.7361250715480665
1203121774,Hotel,8.799804660545886,7.245776616681237
1048168822,School,8.696597414663954,7.151923965952231
1096547375,Business Facility,9.184213680655956,7.4835640449999
1048166714,Bank,8.2321483708294,7.7042204634314215
1048162032,School,8.788220947339562,7.222944947102042
1144499615,School,9.376781981147479,7.323864077141628
1211318648,Petrol/Gasoline Station,9.014032398272224,7.2078299627548
1141881601,Specialty Store,8.702432648147251,7.10405554076802
1048159117,School,9.337522724299856,7.683068753570027
1017604374,Hotel,8.376988536075546,7.841841511171433
1141794137,Residential Area/Building,9.64225937304283,7.2257309453710885
1136370991,Grocery Store,9.32118855587535,7.250804800920669
1096545598,Business Facility,9.560020003921569,7.497324260978848
1203197918,Specialty Store,9.10696971646895,7.342737363627776
1096543725,ATM,9.470314243812135,7.4893203990127
1048168327,Hotel,9.384156667517562,7.32345232362989
1017597124,Shopping,8.583677280882698,7.1371635808090925
1210942657,Tourist Attraction,10.231745671740626,7.186043045850926
1144500270,School,8.641375852372926,7.6389784463368855
1141800887,Hotel,9.767093492628426,7.297072880116983
1136370116,Bank,9.544999856924681,7.3505096046910685
1207498042,Restaurant,8.882470107026935,7.583994462233139
1144457585,School,8.610367746306704,7.278692581270543
1144501005,Place of Worship,8.88595990984142,7.8324368859488045
1203197779,Specialty Store,8.44286020675163,7.1990298665640795
1141790705,Specialty Store,8.584489472827693,7.510566981755922
1141832783,Grocery Store,9.08237211308489,7.1253317114341
1024195618,Sports Complex,8.50888361366483,7.214012688684672
1142407532,Business Facility,9.153007470948777,7.258357137293065
1144662389,Place of Worship,8.365418206653079,7.264423967495907
1136371148,Park/Recreation Area,9.17553433790619,7.463817748753519
1203197807,Shopping,9.401098192534205,7.038388111631912
1141789258,Shopping,9.242001132300809,7.836238478927766
1202896103,Post Office,9.366959630177067,7.756440158590299
1017593875,Court House,9.324477790001833,7.360702290539089
1048167441,Grocery Store,8.988548888865651,7.853928041210667
1048159993,Hospital,9.352897666899361,7.493481806153985
1141790683,Medical Service,9.242119060742159,7.230921998238686
1141825477,Grocery Store,9.148708889925771,7.474455306531513
1096542861,Pharmacy,9.296406742528667,7.260309366137378
1202896283,Bank,8.61792575257664,7.455121034812625
1017596320,Hotel,9.357439189686023,7.770839974366361
1048699253,ATM,8.625647633507251,7.1179587794923
1141796418,Hotel,8.671477346292933,7.8837692597482345
1142403405,Business Facility,9.574001413643233,7.275865830903733
1048161362,School,9.146219659136676,7.732536016734209
1113276758,Shopping,8.711384007343682,7.704034448323056
1141787716,Business Facility,8.877889351106061,7.822215795345642
1141832225,Business Facility,8.69546738186109,7.3072136266427155
1141797176,Hospital,9.698850580479665,7.631060862266669
1141805300,Hotel,9.185021209604871,7.924309356387664
1113276767,Specialty Store,8.911472474258206,7.623217417105418
1136368449,Medical Service,9.573914661360165,7.385274658641331
1209514843,Grocery Store,9.498318744763708,7.866849749716056
1142407315,Grocery Store,8.699251839371465,7.446054488012121
1098416907,Civic/Community Centre,8.456974722564759,7.352255798186479
1017604739,Bank,9.391227473705626,7.37083183892352
1202896916,Civic/Community Centre,9.212235253615313,7.898902742504886
1017603509,Medical Service,9.19595089302798,7.69909187937031
1113284338,Hotel,8.522120440932943,7.802214743599614
1048696831,ATM,9.246496338519421,7.704912997630678
1048167215,Government Office,9.199912425980992,7.7881349872158
1207642725,Coffee Shop,8.850669536582213,7.484978674412544
1048157239,Hotel,8.29014294332895,7.702370087520983
1141809291,Business Facility,8.644623472526588,7.420020113977634
1141802866,Shopping,9.06335114364869,7.732338139133801
1144474671,Place of Worship,8.301399807936845,7.253231656924632
1208949104,Restaurant,8.768372536737395,7.299964286799149
1141803953,Restaurant,9.53895666809245,7.559230067969541
1202896301,Bank,8.537000401816714,7.74479626117097
1017603577,Hospital,9.389082498494306,7.716431737427649
1141794222,Hotel,9.033841312033296,7.547020676898662
1136368454,ATM,9.369547793258945,7.691592161232154
1141831356,Hospital,9.87447168630315,7.127346877690441
1048164990,Bank,8.822023723021607,7.678510499955749
1141821723,Government Office,9.285568729613052,7.627749125922087
1141792428,Government Office,8.654687507204796,7.262287183361544
1141833821,Business Facility,9.340967272504948,7.810465975625142
1136370983,Police Station,9.394452910084626,7.779862635175405
1113281487,Specialty Store,9.355043299745606,7.558701759363546
1204346602,Truck Dealership,8.216090874207238,7.215344053836681
1136371001,Petrol/Gasoline Station,8.351084513267379,7.53446127270431
1203197634,Shopping,9.083576622428895,7.220432641597988
1096549925,Home Improvement & Hardware Store,8.67432436255648,7.655830539914392
1017590142,Embassy,9.371302552468673,7.267237379641077
1130377904,Bank,9.714571752774418,7.842061575092281
1136369785,Restaurant,9.018054282347173,7.161255073413036
1141885949,Grocery Store,9.671353865638137,7.741552889086137
1141799748,Bank,8.494381757848426,7.698000873029891
1141869084,Other Accommodation,9.510222821104207,7.351417004162359
1048158088,Business Facility,9.838838151926408,7.680368553795698
1141831809,Business Facility,9.237131053882406,7.132870693422109
1208949024,Business Facility,9.537070848816956,7.8643718545167305
1141789474,Hotel,9.128250512582273,7.739135664614724
1096546674,Medical Service,9.77354513808086,7.575300451291679
1141802355,Specialty Store,8.10837017000059,7.068233923274903
1048164453,Grocery Store,9.504914922770784,7.231522596019193
1141833439,Hotel,8.827513149758683,7.311250458658697
1113278251,Petrol/Gasoline Station,8.722974975153548,7.447338315153465
