POI_ID,NAME,LAT,LON
1203198000,Bomma Plaza,9.03011,7.58859
1141829179,Salasi Guest Inn,9.0113,7.56837
1115185055,chicken republic,9.02782,7.57987
1115185057,Tantalizers,9.02814,7.58164
1207521601,Exclusive Taste Arena,9.03047,7.59035
1113315942,Mama Ima Kitchen,8.99841,7.5711
1113284922,Serendib Restaurant,9.07366,7.47074
1141868124,Nyanya Relief Market,9.03002,7.57913
1048161224,Bismol Clinic & Maternity,9.0262,7.57221
1113284661,El-Maofiq Lab,9.01258,7.56792
1113284671,Karu Mosque,9.01231,7.56796
1113284672,Venofam Pharmacy,9.01198,7.56801
1141822092,Breed Computers Karu Abuja,9.01033,7.5702
1141869161,Salasi Hotel,9.01115,7.56875
1115185056,A. A Rano Petrol Station,9.0277,7.57931
1113315946,Cowrie Guest House,8.99911,7.5715
1113315951,Auto Repair,8.99853,7.57135
1113315931,Education Centre,8.99871,7.5714
1141822859,Fredson Guest Inn,9.03014,7.58407
1141797176,Mayday Specialist Hospital,9.03008,7.58383
1203121785,Macadof Guest Inn,9.02877,7.58408
1207521602,Isaacoy Nig,9.02794,7.58055
1203115696,Fidelity Bank,9.02797,7.58069
1203126204,Rank Bigfilling Station,9.02807,7.58126
1141885626,Custom Medical Centre,9.00461,7.56418
1141794237,Liatu Plaza,9.0297,7.5671
1203197999,Sansani Plaza,9.03047,7.59002
1142409426,Nigeria National Petroleum Corporation Estate,9.02057,7.58293
1113284194,Peackastel Royal Suite,9.02796,7.56507
1113284193,Love From Above Church,9.02779,7.56522
1113315929,Samking International School,8.9932,7.56938
1113315939,Cortland Garden,9.00618,7.57292
1113315944,Vintad Pharmacy,8.99823,7.57103
1113281622,St Mary Church,9.01517,7.5738
1113284623,NKST Church,9.03476,7.57386
1113284622,Believer's Gospel Mission,9.03465,7.57387
1113284621,Abuja Comprehensive College,9.03504,7.57369
1113284196,Redeemed Christian Church of God,9.02811,7.56504
1113281098,Medical Centre,9.02959,7.56703
1048168357,Shammah Clinics,9.02928,7.56643
1113281099,Debostral Nursery & Primary School,9.02892,7.56578
1048168356,Jalingo Medical Clinic,9.02991,7.56766
1113281097,Hotel,9.02968,7.56722
1113281096,Care Hospital,9.02954,7.56693
1113280882,Ecobank,9.029,7.56875
1113280886,Gaskiya Pharmacy,9.029,7.56875
1113280885,Etcetera Hotel,9.029,7.56875
1113280887,Ozbon Club,9.02922,7.56862
1113280884,Goodman Medical Lab,9.02942,7.56851
1113322482,Moshi Pharmacy,9.02788,7.56931
1141797152,Madoma Laboratory,9.03428,7.58008
1141822833,Big Global Hotel Limited,9.03135,7.58711
1141797141,Blessed Trinity Hospital,9.03104,7.58727
1141885592,Criss Park Hotel,9.03132,7.58717
1113314818,Deborah International School,9.00845,7.56071
1113314819,Total Academy Nursery & Primary School,9.00842,7.56088
1113284548,Duby Suites,9.03083,7.56934
1083950114,Bethsaida Hospital,9.09226,7.4143
1136370576,Furniture Masterpiece,9.09474,7.41588
1141790562,Cookhall Catering,9.08297,7.46907
1208949027,African Safari,9.09114,7.478
1096543890,Safari Hotels,9.09115,7.47792
1048160584,Sunrise International School,9.03908,7.52852
1048160585,Ravioli,9.03872,7.52806
1113322246,Penniel & Potters International School,8.99818,7.46758
1113322245,The Comforters Place Hospital,8.99845,7.4677
1048158085,Wadata House,9.07354,7.47065
1048159257,NNPC,9.00255,7.4726
