POI_ID,STREET_NAME,HOUSE_NUMBER,POSTAL_CODE,LAT,LON
1141797860,Masana St,,,9.05363,7.46567
1048163605,Sir Ladoke Akintola Blvd,,,9.02186,7.48901
1048162424,Lingu Cres,,,9.07115,7.46773
1203119359,Aminu Kano Cres,,,9.08155,7.47731
1048699449,Tafawa Balewa Way,,,9.03531,7.48841
1141830608,Aminu Kano Cres,,,9.08277,7.46831
1083950167,Linda Chalker St,,,9.02202,7.52087
1141833056,Jose Marti St,,,9.03745,7.51752
1048158181,Ahmadu Bello Way,,,9.06426,7.49335
1017591844,Djibouti Cres,,,9.07289,7.48791
1141790367,,,,9.03116,7.58059
1048159993,Udi Hills Clos,,,9.0773,7.50675
1141807000,Herbert Macaulay Way,,,9.0534,7.48476
1141832226,,,,9.00486,7.56331
1144459822,Tasha-Bwari Rd,,,9.08152,7.32634
1083948732,Ademola Adetokunbo Cres,,,9.07136,7.48592
1203121779,,,,9.06427,7.52708
1113314725,,,,8.99485,7.3649
1096542847,Obafemi Awolowo Way,,,9.06173,7.41872
1083948780,Sir Ladoke Akintola Blvd,,,9.02227,7.48914
1141833295,Sam Nujoma Clos,,,9.06432,7.4719
1017594183,Yakubu Gowon Cres,,,9.04751,7.52703
1113314736,,,,8.99542,7.36589
1141825477,Capital Rd,,,9.04557,7.50134
1141804028,Aguiyi Ironsi St,,,9.08367,7.48683
1096543510,Alex Ekwueme Way,,,9.07958,7.41691
1113280882,,,,9.02897,7.5687
1113281002,,,,9.14908,7.32661
1048157813,Ladi Kwali St,,,9.06363,7.47996
1048159292,Tafawa Balewa Way,,,9.03471,7.48766
1048158754,Idimba St,,,9.06033,7.47298
1113284376,Bozoum St,,,9.07302,7.47608
1113285132,,,,9.15043,7.32657
1141821266,,,,9.02303,7.47528
1048159534,Funtua St,,,9.0314,7.47005
1141799499,A. E. Ekukinam St,,,9.0663,7.43884
1141807569,,,,9.06118,7.466
1203126265,,,,9.15013,7.32384
1096543825,Alexandria Cres,,,9.08481,7.46768
1144458044,,,,9.1452,7.34394
1141799976,21 Rd,,,9.08005,7.41622
1144662364,Monbassa St,,,9.06647,7.46089
1136368327,Kashim Ibrahim Way,,,9.08579,7.47749
1048164083,Onitsha Cres,,,9.04067,7.50702
1141790683,,,,8.96479,7.40307
1136370101,5th Ave,,,9.10682,7.41056
1083948161,Shehu Yar Adua Way,,,9.07678,7.43574
1144463440,,,,9.14618,7.37281
1136369049,Katsina Ala Cres,,,9.09477,7.4952
1048165359,Alex Ekwueme Way,,,9.06516,7.41207
1141886839,,,,9.01097,7.57646
1113281193,,,,9.03228,7.57522
1096546491,Samora Machel St,,,9.04352,7.51879
1083947695,Algiers St,,,9.06489,7.45881
1048168644,,,,9.04304,7.52895
1142410904,Tigris Cres,,,9.08107,7.49401
1136368346,51 Cres,,,9.10677,7.40731
1130379063,,,,9.01296,7.56353
1141791505,1st Ave,,,9.10478,7.41731
1141792906,,,,9.13359,7.48789
1083949820,Entang O. Obuli Cres,,,9.06186,7.41166
1141803093,Tunde Idiagbon Way,,,9.06551,7.43539
1141792939,Aminu Kano Cres,,,9.08104,7.46534
1048697691,Herbert Macaulay Way,,,9.06674,7.45475
1141817819,,,,9.03342,7.39658
1096542779,Ademola Adetokunbo Cres,,,9.0773,7.49426
1096542878,Kanji Clos,,,9.0844,7.47246
1048163332,Rab Dikko Rd,,,9.04915,7.50409
1141821564,Augustus Aikhomu Way,,,9.07185,7.43926
1137271448,Zuba-Garki Rd,,,9.06785,7.40157
1141807983,Constitution Ave,,,9.06218,7.49532
1048167372,,,,9.06768,7.46598
1017600757,,,,9.07163,7.47576
1202896916,,,,9.02683,7.57815
1113284192,,,,9.02734,7.56546
1203121738,Cotonou Cres,,,9.0699,7.46269
1017605471,Osun Cres,,,9.1004,7.49268
1142404972,Olusegun Obasanjo Way,,,9.04263,7.48281
1113284929,Sir Ladoke Akintola Blvd,,,9.02607,7.49783
1017591475,Limpopo St,,,9.09307,7.49905
1113276767,Ademola Adetokunbo Cres,,,9.07084,7.487
1096543454,1st Ave,,,9.09644,7.41691
1144459897,,,,9.14515,7.33914
1141800676,,,,9.04468,7.47364
1113276691,,,,9.14219,7.35062
1141808052,,,,8.97346,7.18634
1048159293,Tafawa Balewa Way,,,9.03442,7.48724
1048166784,Yedseram Cres,,,9.09353,7.49926
1048167205,Aguiyi Ironsi St,,,9.08611,7.48098
1113280775,,,,9.14938,7.33715
1083948934,,,,9.07512,7.4948
1096547065,Port Harcourt Cres,,,9.03901,7.50149
1136370562,2nd Ave,,,9.11192,7.42145
1141827400,Amurie Omanze St,,,9.02403,7.49511
1142410286,Ogbogo Largema St,,,9.0474,7.47458
1144442422,Agades Cres,,,9.07576,7.4732
1017596235,Ahmadu Bello Way,,,9.02619,7.48785
1142405517,,,,9.07796,7.49381
1048168483,Lagos Cres,,,9.02266,7.48593
1048696830,Sir Ladoke Akintola Blvd,,,9.01852,7.49193
1048159093,Rab Dikko Rd,,,9.05045,7.50586
1048697620,Aguiyi Ironsi St,,,9.08305,7.48877
1048160557,Ademola Adetokunbo Cres,,,9.07318,7.4757
1203197818,Ademola Adetokunbo Cres,,,9.07084,7.4871
1142407315,Zuba-Garki Rd,,,9.0678,7.40124
1017591551,Massenya St,,,9.0702,7.46192
1203197826,Constantine St,,,9.06424,7.47851
1136370568,1st Ave,,,9.09587,7.41665
1048159741,Oro Ago Cres,,,9.03059,7.50105
1048930805,,,,9.02404,7.47615
1144457568,,,,9.09785,7.41175
1141792929,,,,9.01752,7.58446
1141832225,,,,9.00527,7.56371
1142403401,,,,9.12342,7.39847
1130378224,,,,8.9961,7.5706
1048167530,,,,9.07473,7.47909
1096546095,,,,9.10112,7.40642
1136370983,Yedseram Cres,,,9.09238,7.49437
1203121716,Ilorin St,,,9.03452,7.48946
1130378778,,,,9.15054,7.33044
1144500265,,,,9.13625,7.37691
1048158086,Aminu Kano Cres,,,9.07493,7.4715
1203121733,,,,9.07831,7.39197
1141810106,Al Fayyum St,,,9.05989,7.47458
1141822863,,,,9.03526,7.57517
1148775637,,,,9.10649,7.41357
1048165019,Gwarzo Clos,,,9.04256,7.50409
1048167627,Parakou Cres,,,9.07863,7.46882
1141803953,1st Ave,,,9.09501,7.41606
1113284661,,,,9.01257,7.56787
1017597686,,,,9.04012,7.46821
1113281487,Constitution Ave,,,8.99548,7.46713
1113284330,Lobito Cres,,,9.07076,7.49234
1048165647,,,,9.04439,7.4933
1141824894,Mississippi St,,,9.09195,7.48224
1048168380,Julius Nyerere Cres,,,9.04507,7.52651
1144477107,,,,8.99344,7.37185
1144445490,,,,8.88402,7.22593
1202896591,,,,9.06029,7.45606
1141822092,,,,9.01033,7.5702
1144498347,,,,8.9802,7.36548
1141792428,Anune Clos,,,9.02743,7.47397
1141809309,,,,9.03057,7.58839
1141808015,A2,,,9.09518,7.21797
1136370549,,,,9.10197,7.40574
1144474918,,,,8.98736,7.36018
1141808833,Circular Rd,,,9.07313,7.50634
1017603577,Barthurst St,,,9.07936,7.46215
1048159234,Amurie Omanze St,,,9.02372,7.49559
1141819839,Julius Nyerere Cres,,,9.047,7.52293
1136369623,Ibrahim Babangida Blvd,,,9.10366,7.48833
1141809291,Audu Bako Clos,,,9.01446,7.4769
1083947464,41 Cres,,,9.11677,7.41479
1048697590,Gana St,,,9.07724,7.49872
1113281413,,,,9.14769,7.35516
1113284014,Alexandria Cres,,,9.08314,7.46546
1131904268,Ademola Adetokunbo Cres,,,9.07267,7.49002
1141801371,Cotonou Cres,,,9.0717,7.46232
1141798143,,,,9.12739,7.39109
1017601563,Lapai St,,,9.03312,7.4712
1048158303,Abonnama Clos,,,9.03709,7.49199
1203197794,,,,9.06944,7.46791
1144498618,,,,9.03403,7.57945
1048166787,Aminu Kano Cres,,,9.08458,7.47076
1017601261,Ademola Adetokunbo Cres,,,9.07463,7.48959
1048699604,Ademola Adetokunbo Cres,,,9.07619,7.47763
1203115545,Khartoum St,,,9.06306,7.46357
1048158178,Sir Ladoke Akintola Blvd,,,9.01819,7.49229
1096549925,Aminu Kano Cres,,,9.07528,7.46464
1048166786,Aminu Kano Cres,,,9.08452,7.47068
1141822237,Conakry St,,,9.06158,7.46855
1141787720,Herbert Macaulay Way,,,9.06712,7.46612
1048166086,Zakari Maimalari St,,,9.0474,7.48941
1141806047,Dakala St,,,9.07973,7.46577
1048158088,Aminu Kano Cres,,,9.07557,7.47215
1141809768,Yedseram Cres,,,9.09181,7.49428
1141804724,Charles de Gaulle Clos,,,9.04868,7.51112
1113284713,,,,9.01403,7.56377
1048161224,,,,9.0262,7.57221
1141808746,Samuel Adesoji Ademulegun Ave,,,9.05617,7.48104
1098412677,Dunokofia St,,,9.04158,7.50088
1048168851,,,,9.09981,7.40769
1136369605,,,,9.11047,7.42283
1017594333,Yaounde St,,,9.07249,7.45799
1048161854,Alexandria Cres,,,9.08455,7.46728
1017597271,Muhammadu Buhari Way,,,9.03145,7.49703
1136367890,,,,9.09401,7.40708
1203197634,Joseph Gomwalk St,,,8.99794,7.47748
1096547682,Yakubu Gowon Cres,,,9.04724,7.52709
1136368464,Emeka Anyaoku St,,,9.03989,7.4928
1141886507,Aguiyi Ironsi St,,,9.08545,7.48188
1203121701,Sir Ladoke Akintola Blvd,,,9.02288,7.48911
1142402103,Cross River St,,,9.03072,7.47869
1141825115,,,,9.02774,7.49555
1144498614,,,,9.03151,7.58384
1144441521,,,,9.0362,7.58017
1141800887,Idris Gidado St,,,9.04969,7.44639
1141789281,,,,9.00325,7.56103
1113284469,,,,9.14426,7.33055
1096547149,Nouahchott St,,,9.05357,7.46104
1144462156,,,,9.10237,7.40529
1144500270,,,,9.12953,7.37027
1096543414,Rab Dikko Rd,,,9.05009,7.5056
1083947862,Nkwere St,,,9.0333,7.49892
1096549010,Oladipo Diya Rd,,,8.99841,7.47451
1096548342,Ademola Adetokunbo Cres,,,9.07099,7.48793
1203126192,Aminu Kano Cres,,,9.07549,7.47182
1141789700,Herbert Macaulay Way,,,9.05645,7.48282
1048158503,Tafawa Balewa Way,,,9.0545,7.48946
1048162346,Maputo St,,,9.06123,7.46938
1141790668,,,,9.00009,7.42591
1048696867,Olusegun Obasanjo Way,,,9.05487,7.46124
1113314818,,,,9.00845,7.56058
1048161350,Shehu Shagari Way,,,9.0698,7.49532
1113311536,Sokode Cres,,,9.06518,7.45582
1115184964,,,,9.02073,7.57197
1083949799,Usman Sarki Cres,,,9.0692,7.44912
1141804103,,,,9.0271,7.58575
1141831809,Agades Cres,,,9.07284,7.47098
1141804921,Gaborone St,,,9.05549,7.46303
1048159364,Independence Ave,,,9.04039,7.47238
1141796394,Shehu Shagari Way,,,9.06019,7.50135
1017597613,Fria Clos,,,9.07622,7.48843
1048161635,Danbata Clos,,,9.03431,7.48859
1203201629,Ndjamena Cres,,,9.07885,7.4619
1096543725,Aminu Kano Cres,,,9.07584,7.46384
1141789272,,,,8.97738,7.56654
1203126145,J. S. Tarka St,,,9.0313,7.47782
1203197646,,,,9.05094,7.48386
1136370116,Aminu Kano Cres,,,9.07921,7.4628
1144457585,Shehu Shagari Way,,,9.04777,7.509
1136369311,45 Rd,,,9.11559,7.4108
1141792637,,,,9.15072,7.34305
1024195613,Herbert Macaulay Way,,,9.05433,7.48439
1130378572,Sir Ladoke Akintola Blvd,,,9.02285,7.48896
1096545823,Tunde Ogbeha St,,,9.00597,7.46726
1136371148,Ahmadu Bello Way,,,9.07577,7.47546
1113280818,,,,9.01263,7.56269
1048161495,Usuma St,,,9.08092,7.50109
1142407532,,,,9.04469,7.47876
1136369051,Yakubu Gowon Cres,,,9.05302,7.52547
1141792890,,,,8.88641,7.2345
1203126164,Moses A. Majekodunmi Cres,,,9.06826,7.44936
1083950101,,,,9.10203,7.40569
1144448149,,,,8.88107,7.23627
1141796014,,,,8.9837,7.36269
1113281321,,,,9.02663,7.56992
1203121703,David Ejoor Cres,,,9.01193,7.47318
1144498572,,,,9.14784,7.35515
1141791318,,,,9.07646,7.44053
1141805895,Jose Marti St,,,9.04174,7.51572
1048697538,Herbert Macaulay Way,,,9.06768,7.46434
1017596766,,,,9.03868,7.48532
1141790385,,,,9.11986,7.42368
1048167679,Yedseram Cres,,,9.09333,7.49564
1141805254,,,,9.04268,7.47168
1024195618,Independence Ave,,,9.03514,7.45561
1142408278,,,,9.04698,7.50224
1141832783,,,,9.10573,7.40292
1141818585,Frederick Chiluba Clos,,,9.03874,7.51594
1083947696,Algiers St,,,9.06508,7.45782
1048698390,,,,9.03229,7.48198
1144475933,142 Rd,,,9.107,7.41987
1017603124,Cuito Clos,,,9.09055,7.4951
1096542984,Donald Etiebet Clos,,,9.0058,7.48374
1203197779,Nouahchott St,,,9.05443,7.46759
1017605363,Shehu Shagari Way,,,9.0718,7.4964
1048167208,Aguiyi Ironsi St,,,9.08492,7.48379
1017605084,Shehu Shagari Way,,,9.04783,7.50922
1202896556,,,,9.08714,7.46703
1144474986,,,,9.12733,7.3978
1141833439,,,,9.08106,7.48584
1141788226,Usman Sarki Cres,,,9.07037,7.44922
1017595093,,,,9.06751,7.46705
1048165840,Agades Cres,,,9.07189,7.47187
1096550335,Alex Ekwueme Way,,,9.07478,7.41662
1144441526,,,,9.03891,7.58978
1148776747,,,,9.02399,7.46099
1203197837,Osun Cres,,,9.10449,7.49263
1113281409,,,,9.14909,7.35505
1141882153,,,,8.9491,7.26208
1202896096,,,,9.06344,7.38234
1083948078,Obafemi Awolowo Way,,,9.06805,7.44303
1203126154,Obafemi Awolowo Way,,,9.06236,7.41761
1144447512,,,,8.98136,7.37444
1141876323,Kano St,,,9.02722,7.47466
1202896615,,,,9.1153,7.40538
1048699251,Douala St,,,9.06705,7.46529
1144659671,,,,8.94815,7.5481
1136371002,Aminu Kano Cres,,,9.07541,7.46445
1017598092,,,,9.07654,7.49575
1017593096,Sani Abacha Way,,,9.05939,7.48862
1141804230,,,,9.03664,7.39795
1141801114,Herbert Macaulay Way,,,9.06647,7.45711
1048157842,Tafawa Balewa Way,,,9.04285,7.49487
1048165354,Tafawa Balewa Way,,,9.03459,7.48717
1144475685,Aminu Kano Cres,,,9.07851,7.47484
1113284735,,,,9.14724,7.33459
1141887361,Shehu Shagari Way,,,9.08351,7.49266
1141825810,,,,9.02487,7.45764
1017599855,Ibrahim Babangida Way,,,9.08317,7.48942
1017603241,Herbert Macaulay Way,,,9.04561,7.48995
1096542859,Obafemi Awolowo Way,,,9.0659,7.43238
1141794096,Obafemi Awolowo Way,,,9.06793,7.44169
1136244769,,,,9.07647,7.43989
1048158847,Sokode Cres,,,9.06332,7.45414
1048159807,Ahmadu Bello Way,,,9.03274,7.49665
1203126190,Alexandria Cres,,,9.08288,7.46537
1017596824,,,,9.0671,7.51186
1141796354,Aguyi Ironsi,,,9.07856,7.49472
1141790712,,,,8.96865,7.43817
1048168750,Suez Cres,,,9.06074,7.48257
1017605184,Buka Dipcharima Clos,,,9.07406,7.45151
1141829592,Tamale St,,,9.05898,7.47135
1017591568,Shehu Yar Adua Way,,,9.07873,7.45235
1203197865,Nyanya Keffi Rd,,,9.03047,7.59006
1083948788,Ahmadu Bello Way,,,9.02281,7.48399
1113284462,Aminu Kano Cres,,,9.07587,7.46357
1096544928,1st Ave,,,9.09091,7.41347
1203121693,Nouahchott St,,,9.05185,7.46569
1017597300,Kukawa Clos,,,9.04043,7.48328
1141833651,T. Y. Danjuma St,,,9.03128,7.52158
1048697067,Yakubu Gowon Cres,,,9.04391,7.52658
1203121776,Safadu St,,,9.06664,7.47926
1141874429,,,,9.08164,7.4898
1141817829,,,,8.88425,7.23079
1141880641,Tarkwa Cres,,,9.07904,7.48861
1136368448,Beira St,,,9.08081,7.484
1141806014,Yakubu Gowon Cres,,,9.04384,7.52653
1144444457,Birnin Kebbi St,,,9.02589,7.48277
1144458144,Fez St,,,9.08272,7.47862
1144463223,,,,8.96085,7.54951
1141871134,Ademola Adetokunbo Cres,,,9.07772,7.47868
1048162723,Obafemi Awolowo Way,,,9.06772,7.44046
1048160128,Kur Mohammed Ave,,,9.06429,7.494
1202896508,,,,9.08317,7.46813
1142409531,Shehu Yar Adua Way,,,9.07694,7.44496
1141789259,,,,8.99875,7.55996
1048164672,Yakubu Gowon Cres,,,9.04389,7.52657
1141831092,Ernest Shonekan Way,,,9.03729,7.47053
1141791406,12th Cres,,,9.07931,7.41243
1083947482,,,,9.11512,7.40538
1141789925,,,,9.06288,7.47046
1048696863,Yakubu Gowon Cres,,,9.04576,7.52721
1148775636,,,,9.10683,7.41346
1142404731,Herbert Macaulay Way,,,9.05152,7.48617
1141830150,Durban St,,,9.06976,7.48306
1141792578,,,,8.89066,7.2273
1048168226,Kur Mohammed Ave,,,9.06538,7.49605
1083950108,Sir Ladoke Akintola Blvd,,,9.02275,7.48896
1048158073,Ademola Adetokunbo Cres,,,9.07963,7.48106
1048158079,Ademola Adetokunbo Cres,,,9.0784,7.47937
1039982926,Sigure Clos,,,9.08279,7.47003
1141819481,Ibrahim Babangida Blvd,,,9.0859,7.49546
1141870094,,,,9.02789,7.50084
1040026070,Tafawa Balewa Way,,,9.04382,7.4951
1141804015,Aguyi Ironsi,,,9.08225,7.49012
1144447514,,,,8.94706,7.33098
1144661981,,,,8.94815,7.5481
1141830805,Erie Cres,,,9.0957,7.48289
1096543511,Alex Ekwueme Way,,,9.07936,7.41687
1098416556,Port Harcourt Cres,,,9.03792,7.50106
1144499152,,,,9.10267,7.40508
1113281663,Dar es Salam St,,,9.07548,7.47143
1142403931,Dunokofia St,,,9.04411,7.5022
1048168482,Lagos Cres,,,9.02304,7.48645
1141804239,,,,8.99033,7.36576
1048162738,Ademola Adetokunbo Cres,,,9.07617,7.49357
1141885289,,,,9.02894,7.59041
1203197793,,,,9.02342,7.47584
1136367892,B Clos,,,9.10121,7.4209
1048163566,Herbert Macaulay Way,,,9.05241,7.4854
1048165018,Gwarzo Clos,,,9.04234,7.5039
1136367916,A234,,,9.12839,7.36831
1096546521,David Ejoor Cres,,,9.00552,7.46669
1017598798,,,,9.06007,7.50803
1017598213,Usuma St,,,9.07988,7.50131
1017596059,Kwame Nkurma Cres,,,9.04033,7.52166
1141794254,,,,8.97796,7.4866
1142405359,Kabba Clos,,,9.03035,7.47926
1048168394,Parakou Cres,,,9.07525,7.46621
1141823820,Gado Nasko Clos,,,9.04302,7.51596
1017591178,Ahmadu Bello Way,,,9.06937,7.49033
1144442472,Tafawa Balewa Way,,,9.03634,7.48935
1141869919,Independence Ave,,,9.0479,7.4852
1144445892,,,,8.98437,7.56845
1096547906,,,,9.11147,7.40427
1141832601,Aminu Kano Cres,,,9.08283,7.46841
1017604643,Ganassingbe Eyadema St,,,9.04055,7.52407
1048161942,Shehu Yar Adua Way,,,9.07733,7.43372
1048162731,Obafemi Awolowo Way,,,9.0657,7.43085
1141790814,,,,9.12944,7.37041
1141790689,,,,8.97874,7.38293
1017598893,Sir Ladoke Akintola Blvd,,,9.0178,7.49363
1017594454,Kayes St,,,9.05166,7.46621
1141794255,,,,9.1442,7.34822
1141794594,,,,9.09523,7.47738
1141801174,Ngwa Clos,,,9.03055,7.48509
1136371147,Ahmadu Bello Way,,,9.07566,7.47568
1048165154,Shehu Shagari Way,,,9.0614,7.50059
1136367692,,,,9.08791,7.43762
1017593221,Sokode Cres,,,9.06257,7.45456
1096546517,,,,9.09864,7.4099
1141792979,Ralph Shodeinde St,,,9.05444,7.50035
1136370567,,,,9.11396,7.42057
1017603127,Jaba Clos,,,9.04553,7.50287
1130378853,Sir Ladoke Akintola Blvd,,,9.02698,7.49841
1203197835,Panama St,,,9.10631,7.48431
1136370269,Airport Rd,,,9.01262,7.27373
1048163917,Abubakar Abdulsalam Rd,,,9.01925,7.47951
1141790279,Ibrahim Babangida Blvd,,,9.0944,7.50099
1144473255,,,,8.94853,7.54951
1048167204,Aguiyi Ironsi St,,,9.08539,7.48247
1083949522,Aguiyi Ironsi St,,,9.08294,7.48861
1141791823,Tafawa Balewa Way,,,9.05231,7.49088
1136369876,Ibrahim Babangida Blvd,,,9.10355,7.49144
1113284702,,,,9.0144,7.56359
1048696834,Sir Ladoke Akintola Blvd,,,9.01772,7.49343
1048163571,Ibrahim Babangida Way,,,9.06513,7.47387
1203115532,Danbata Clos,,,9.03562,7.48776
1048168356,,,,9.02991,7.56766
1141829941,Lake Chad Cres,,,9.08885,7.50185
1141797276,Usuma St,,,9.07812,7.50113
1141796997,Ademola Adetokunbo Cres,,,9.08116,7.48436
1048162158,Jebba Clos,,,9.0326,7.47412
1141805854,,,,9.03194,7.46734
1083948424,1st Ave,,,9.1052,7.41727
1203115569,Circular Rd,,,9.06281,7.51417
1096545815,,,,9.00386,7.46519
1141800357,Gana St,,,9.08183,7.50037
1017603936,Langtang Clos,,,9.03128,7.48232
