,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,600,700,60,3,0.0,10,0.0,5,3,2,6
1,600,700,60,3,0.0,10,0.0,5,3,2,6
2,600,700,60,3,0.0,10,0.0,5,3,2,6
3,600,700,60,2,3.0,10,3.0,4,1,2,2
4,600,700,60,2,3.0,10,3.0,4,1,2,2
5,600,700,60,1,3.0,8,3.0,4,4,2,2
6,600,700,60,13,3.0,10,3.0,2,1,1,3
7,600,700,60,13,3.0,10,3.0,2,1,1,3
8,600,700,60,13,3.0,10,3.0,2,1,1,3
9,600,700,60,13,3.0,10,3.0,2,1,1,3
10,600,700,60,13,3.0,10,3.0,2,1,1,3
11,600,700,60,13,3.0,10,3.0,2,1,1,3
12,600,700,60,13,3.0,10,3.0,2,1,1,3
13,600,700,60,13,3.0,10,3.0,2,1,1,3
14,600,700,60,13,3.0,10,3.0,2,1,1,3
15,600,700,60,13,3.0,10,3.0,2,1,1,3
16,600,700,60,13,3.0,10,3.0,2,1,1,3
17,600,700,60,13,3.0,10,3.0,2,1,1,3
18,600,700,60,13,3.0,10,3.0,2,1,1,3
19,600,700,60,3,1.0,2,0.0,2,1,1,3
20,600,700,60,3,1.0,2,0.0,2,1,1,3
21,600,700,60,3,1.0,2,0.0,2,1,1,3
22,600,700,60,1,3.0,5,3.0,2,1,2,2
23,600,700,60,1,1.0,10,3.0,4,2,2,2
24,600,700,60,3,3.0,2,1.0,2,1,2,3
25,600,700,60,3,3.0,2,1.0,2,1,2,3
26,600,700,60,3,3.0,2,1.0,2,1,2,3
27,600,700,60,7,3.0,6,2.0,2,1,2,3
28,600,700,60,7,3.0,6,2.0,2,1,2,3
29,600,700,60,7,3.0,6,2.0,2,1,2,3
30,600,700,60,7,3.0,6,2.0,2,1,2,3
31,600,700,60,7,3.0,6,2.0,2,1,2,3
32,600,700,60,7,3.0,6,2.0,2,1,2,3
33,600,700,60,7,3.0,6,2.0,2,1,2,3
34,600,700,60,2,2.0,8,3.0,4,2,2,2
35,600,700,60,2,2.0,8,3.0,4,2,2,2
36,600,700,60,1,1.0,7,3.0,4,2,2,2
37,600,700,60,15,2.0,6,2.0,2,1,2,3
38,600,700,60,15,2.0,6,2.0,2,1,2,3
39,600,700,60,15,2.0,6,2.0,2,1,2,3
40,600,700,60,15,2.0,6,2.0,2,1,2,3
41,600,700,60,15,2.0,6,2.0,2,1,2,3
42,600,700,60,15,2.0,6,2.0,2,1,2,3
43,600,700,60,15,2.0,6,2.0,2,1,2,3
44,600,700,60,15,2.0,6,2.0,2,1,2,3
45,600,700,60,15,2.0,6,2.0,2,1,2,3
46,600,700,60,15,2.0,6,2.0,2,1,2,3
47,600,700,60,15,2.0,6,2.0,2,1,2,3
48,600,700,60,15,2.0,6,2.0,2,1,2,3
49,600,700,60,15,2.0,6,2.0,2,1,2,3
50,600,700,60,15,2.0,6,2.0,2,1,2,3
51,600,700,60,15,2.0,6,2.0,2,1,2,3
52,600,700,60,5,3.0,6,3.0,4,3,1,2
53,600,700,60,5,3.0,6,3.0,4,3,1,2
54,600,700,60,5,3.0,6,3.0,4,3,1,2
55,600,700,60,5,3.0,6,3.0,4,3,1,2
56,600,700,60,5,3.0,6,3.0,4,3,1,2
57,600,700,60,1,3.0,8,3.0,2,1,2,2
58,600,700,60,3,3.0,9,2.0,2,1,2,3
59,600,700,60,3,3.0,9,2.0,2,1,2,3
60,600,700,60,3,3.0,9,2.0,2,1,2,3
61,600,700,60,2,3.0,6,2.0,2,1,1,3
62,600,700,60,2,3.0,6,2.0,2,1,1,3
63,600,700,60,2,2.0,6,3.0,2,1,1,2
64,600,700,60,2,2.0,6,3.0,2,1,1,2
65,600,700,60,2,3.0,10,3.0,4,2,2,2
66,600,700,60,2,3.0,10,3.0,4,2,2,2
67,600,700,60,2,1.0,4,1.0,2,1,2,3
68,600,700,60,2,1.0,4,1.0,2,1,2,3
69,600,700,60,1,3.0,6,2.0,4,2,1,2
70,600,700,60,3,3.0,7,3.0,3,2,1,2
71,600,700,60,3,3.0,7,3.0,3,2,1,2
72,600,700,60,3,3.0,7,3.0,3,2,1,2
73,600,700,60,1,3.0,6,3.0,4,2,1,2
74,600,700,60,4,3.0,7,3.0,4,2,2,2
75,600,700,60,4,3.0,7,3.0,4,2,2,2
76,600,700,60,4,3.0,7,3.0,4,2,2,2
77,600,700,60,4,3.0,7,3.0,4,2,2,2
78,600,700,60,1,3.0,9,3.0,2,1,2,2
79,600,700,60,16,2.0,10,3.0,2,1,2,3
80,600,700,60,16,2.0,10,3.0,2,1,2,3
81,600,700,60,16,2.0,10,3.0,2,1,2,3
82,600,700,60,16,2.0,10,3.0,2,1,2,3
83,600,700,60,16,2.0,10,3.0,2,1,2,3
84,600,700,60,16,2.0,10,3.0,2,1,2,3
85,600,700,60,16,2.0,10,3.0,2,1,2,3
86,600,700,60,16,2.0,10,3.0,2,1,2,3
87,600,700,60,16,2.0,10,3.0,2,1,2,3
88,600,700,60,16,2.0,10,3.0,2,1,2,3
89,600,700,60,16,2.0,10,3.0,2,1,2,3
90,600,700,60,16,2.0,10,3.0,2,1,2,3
91,600,700,60,16,2.0,10,3.0,2,1,2,3
92,600,700,60,16,2.0,10,3.0,2,1,2,3
93,600,700,60,16,2.0,10,3.0,2,1,2,3
94,600,700,60,16,2.0,10,3.0,2,1,2,3
95,600,700,60,2,0.0,10,3.0,4,1,1,2
96,600,700,60,2,0.0,10,3.0,4,1,1,2
97,600,700,60,10,3.0,6,3.0,2,1,1,3
98,600,700,60,10,3.0,6,3.0,2,1,1,3
99,600,700,60,10,3.0,6,3.0,2,1,1,3
100,600,700,60,10,3.0,6,3.0,2,1,1,3
101,600,700,60,10,3.0,6,3.0,2,1,1,3
102,600,700,60,10,3.0,6,3.0,2,1,1,3
103,600,700,60,10,3.0,6,3.0,2,1,1,3
104,600,700,60,10,3.0,6,3.0,2,1,1,3
105,600,700,60,10,3.0,6,3.0,2,1,1,3
106,600,700,60,10,3.0,6,3.0,2,1,1,3
107,600,700,60,6,2.0,7,2.0,2,1,2,3
108,600,700,60,6,2.0,7,2.0,2,1,2,3
109,600,700,60,6,2.0,7,2.0,2,1,2,3
110,600,700,60,6,2.0,7,2.0,2,1,2,3
111,600,700,60,6,2.0,7,2.0,2,1,2,3
112,600,700,60,6,2.0,7,2.0,2,1,2,3
113,600,700,60,3,3.0,10,3.0,1,1,1,3
114,600,700,60,3,3.0,10,3.0,1,1,1,3
115,600,700,60,3,3.0,10,3.0,1,1,1,3
116,600,700,60,4,2.0,4,1.0,1,1,1,3
117,600,700,60,4,2.0,4,1.0,1,1,1,3
118,600,700,60,4,2.0,4,1.0,1,1,1,3
119,600,700,60,4,2.0,4,1.0,1,1,1,3
120,600,700,60,3,3.0,6,1.0,2,1,1,3
121,600,700,60,3,3.0,6,1.0,2,1,1,3
122,600,700,60,3,3.0,6,1.0,2,1,1,3
123,600,700,60,2,3.0,7,2.0,1,1,2,3
124,600,700,60,2,3.0,7,2.0,1,1,2,3
125,600,700,60,1,3.0,6,3.0,4,3,2,2
126,600,700,60,2,3.0,8,3.0,2,2,1,2
127,600,700,60,2,3.0,8,3.0,2,2,1,2
128,600,700,60,1,1.0,6,3.0,2,1,2,2
129,600,700,60,1,3.0,5,1.0,4,2,1,2
130,600,700,60,2,1.0,10,3.0,4,2,2,2
131,600,700,60,2,1.0,10,3.0,4,2,2,2
132,600,700,60,1,3.0,7,3.0,4,2,1,2
133,600,700,60,1,3.0,7,3.0,4,2,2,2
134,600,700,60,1,2.0,6,1.0,4,2,1,2
135,600,700,60,1,2.0,5,1.0,4,2,1,2
136,600,700,60,8,3.0,5,2.0,4,2,2,2
137,600,700,60,8,3.0,5,2.0,4,2,2,2
138,600,700,60,8,3.0,5,2.0,4,2,2,2
139,600,700,60,8,3.0,5,2.0,4,2,2,2
140,600,700,60,8,3.0,5,2.0,4,2,2,2
141,600,700,60,8,3.0,5,2.0,4,2,2,2
