,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,1600,1700,60,3,0.0,10,0.0,5,3,2,1
1,1600,1700,60,3,0.0,10,0.0,5,3,2,1
2,1600,1700,60,3,0.0,10,0.0,5,3,2,1
3,1600,1700,60,2,3.0,10,3.0,4,1,2,1
4,1600,1700,60,2,3.0,10,3.0,4,1,2,1
5,1600,1700,60,1,3.0,8,3.0,4,4,2,1
6,1600,1700,60,13,3.0,10,3.0,2,1,1,1
7,1600,1700,60,13,3.0,10,3.0,2,1,1,1
8,1600,1700,60,13,3.0,10,3.0,2,1,1,1
9,1600,1700,60,13,3.0,10,3.0,2,1,1,1
10,1600,1700,60,13,3.0,10,3.0,2,1,1,1
11,1600,1700,60,13,3.0,10,3.0,2,1,1,1
12,1600,1700,60,13,3.0,10,3.0,2,1,1,1
13,1600,1700,60,13,3.0,10,3.0,2,1,1,1
14,1600,1700,60,13,3.0,10,3.0,2,1,1,1
15,1600,1700,60,13,3.0,10,3.0,2,1,1,1
16,1600,1700,60,13,3.0,10,3.0,2,1,1,1
17,1600,1700,60,13,3.0,10,3.0,2,1,1,1
18,1600,1700,60,13,3.0,10,3.0,2,1,1,1
19,1600,1700,60,3,1.0,2,0.0,2,1,1,1
20,1600,1700,60,3,1.0,2,0.0,2,1,1,1
21,1600,1700,60,3,1.0,2,0.0,2,1,1,1
22,1600,1700,60,1,3.0,5,3.0,2,1,2,1
23,1600,1700,60,1,1.0,10,3.0,4,2,2,1
24,1600,1700,60,3,3.0,2,1.0,2,1,2,1
25,1600,1700,60,3,3.0,2,1.0,2,1,2,1
26,1600,1700,60,3,3.0,2,1.0,2,1,2,1
27,1600,1700,60,7,3.0,6,2.0,2,1,2,1
28,1600,1700,60,7,3.0,6,2.0,2,1,2,1
29,1600,1700,60,7,3.0,6,2.0,2,1,2,1
30,1600,1700,60,7,3.0,6,2.0,2,1,2,1
31,1600,1700,60,7,3.0,6,2.0,2,1,2,1
32,1600,1700,60,7,3.0,6,2.0,2,1,2,1
33,1600,1700,60,7,3.0,6,2.0,2,1,2,1
34,1600,1700,60,2,2.0,8,3.0,4,2,2,1
35,1600,1700,60,2,2.0,8,3.0,4,2,2,1
36,1600,1700,60,1,1.0,7,3.0,4,2,2,1
37,1600,1700,60,15,2.0,6,2.0,2,1,2,1
38,1600,1700,60,15,2.0,6,2.0,2,1,2,1
39,1600,1700,60,15,2.0,6,2.0,2,1,2,1
40,1600,1700,60,15,2.0,6,2.0,2,1,2,1
41,1600,1700,60,15,2.0,6,2.0,2,1,2,1
42,1600,1700,60,15,2.0,6,2.0,2,1,2,1
43,1600,1700,60,15,2.0,6,2.0,2,1,2,1
44,1600,1700,60,15,2.0,6,2.0,2,1,2,1
45,1600,1700,60,15,2.0,6,2.0,2,1,2,1
46,1600,1700,60,15,2.0,6,2.0,2,1,2,1
47,1600,1700,60,15,2.0,6,2.0,2,1,2,1
48,1600,1700,60,15,2.0,6,2.0,2,1,2,1
49,1600,1700,60,15,2.0,6,2.0,2,1,2,1
50,1600,1700,60,15,2.0,6,2.0,2,1,2,1
51,1600,1700,60,15,2.0,6,2.0,2,1,2,1
52,1600,1700,60,5,3.0,6,3.0,4,3,1,1
53,1600,1700,60,5,3.0,6,3.0,4,3,1,1
54,1600,1700,60,5,3.0,6,3.0,4,3,1,1
55,1600,1700,60,5,3.0,6,3.0,4,3,1,1
56,1600,1700,60,5,3.0,6,3.0,4,3,1,1
57,1600,1700,60,1,3.0,8,3.0,2,1,2,1
58,1600,1700,60,3,3.0,9,2.0,2,1,2,1
59,1600,1700,60,3,3.0,9,2.0,2,1,2,1
60,1600,1700,60,3,3.0,9,2.0,2,1,2,1
61,1600,1700,60,2,3.0,6,2.0,2,1,1,1
62,1600,1700,60,2,3.0,6,2.0,2,1,1,1
63,1600,1700,60,2,2.0,6,3.0,2,1,1,1
64,1600,1700,60,2,2.0,6,3.0,2,1,1,1
65,1600,1700,60,2,3.0,10,3.0,4,2,2,1
66,1600,1700,60,2,3.0,10,3.0,4,2,2,1
67,1600,1700,60,2,1.0,4,1.0,2,1,2,1
68,1600,1700,60,2,1.0,4,1.0,2,1,2,1
69,1600,1700,60,1,3.0,6,2.0,4,2,1,1
70,1600,1700,60,3,3.0,7,3.0,3,2,1,1
71,1600,1700,60,3,3.0,7,3.0,3,2,1,1
72,1600,1700,60,3,3.0,7,3.0,3,2,1,1
73,1600,1700,60,1,3.0,6,3.0,4,2,1,1
74,1600,1700,60,4,3.0,7,3.0,4,2,2,1
75,1600,1700,60,4,3.0,7,3.0,4,2,2,1
76,1600,1700,60,4,3.0,7,3.0,4,2,2,1
77,1600,1700,60,4,3.0,7,3.0,4,2,2,1
78,1600,1700,60,1,3.0,9,3.0,2,1,2,1
79,1600,1700,60,16,2.0,10,3.0,2,1,2,1
80,1600,1700,60,16,2.0,10,3.0,2,1,2,1
81,1600,1700,60,16,2.0,10,3.0,2,1,2,1
82,1600,1700,60,16,2.0,10,3.0,2,1,2,1
83,1600,1700,60,16,2.0,10,3.0,2,1,2,1
84,1600,1700,60,16,2.0,10,3.0,2,1,2,1
85,1600,1700,60,16,2.0,10,3.0,2,1,2,1
86,1600,1700,60,16,2.0,10,3.0,2,1,2,1
87,1600,1700,60,16,2.0,10,3.0,2,1,2,1
88,1600,1700,60,16,2.0,10,3.0,2,1,2,1
89,1600,1700,60,16,2.0,10,3.0,2,1,2,1
90,1600,1700,60,16,2.0,10,3.0,2,1,2,1
91,1600,1700,60,16,2.0,10,3.0,2,1,2,1
92,1600,1700,60,16,2.0,10,3.0,2,1,2,1
93,1600,1700,60,16,2.0,10,3.0,2,1,2,1
94,1600,1700,60,16,2.0,10,3.0,2,1,2,1
95,1600,1700,60,2,0.0,10,3.0,4,1,1,1
96,1600,1700,60,2,0.0,10,3.0,4,1,1,1
97,1600,1700,60,10,3.0,6,3.0,2,1,1,1
98,1600,1700,60,10,3.0,6,3.0,2,1,1,1
99,1600,1700,60,10,3.0,6,3.0,2,1,1,1
100,1600,1700,60,10,3.0,6,3.0,2,1,1,1
101,1600,1700,60,10,3.0,6,3.0,2,1,1,1
102,1600,1700,60,10,3.0,6,3.0,2,1,1,1
103,1600,1700,60,10,3.0,6,3.0,2,1,1,1
104,1600,1700,60,10,3.0,6,3.0,2,1,1,1
105,1600,1700,60,10,3.0,6,3.0,2,1,1,1
106,1600,1700,60,10,3.0,6,3.0,2,1,1,1
107,1600,1700,60,6,2.0,7,2.0,2,1,2,1
108,1600,1700,60,6,2.0,7,2.0,2,1,2,1
109,1600,1700,60,6,2.0,7,2.0,2,1,2,1
110,1600,1700,60,6,2.0,7,2.0,2,1,2,1
111,1600,1700,60,6,2.0,7,2.0,2,1,2,1
112,1600,1700,60,6,2.0,7,2.0,2,1,2,1
113,1600,1700,60,3,3.0,10,3.0,1,1,1,1
114,1600,1700,60,3,3.0,10,3.0,1,1,1,1
115,1600,1700,60,3,3.0,10,3.0,1,1,1,1
116,1600,1700,60,4,2.0,4,1.0,1,1,1,1
117,1600,1700,60,4,2.0,4,1.0,1,1,1,1
118,1600,1700,60,4,2.0,4,1.0,1,1,1,1
119,1600,1700,60,4,2.0,4,1.0,1,1,1,1
120,1600,1700,60,3,3.0,6,1.0,2,1,1,1
121,1600,1700,60,3,3.0,6,1.0,2,1,1,1
122,1600,1700,60,3,3.0,6,1.0,2,1,1,1
123,1600,1700,60,2,3.0,7,2.0,1,1,2,1
124,1600,1700,60,2,3.0,7,2.0,1,1,2,1
125,1600,1700,60,1,3.0,6,3.0,4,3,2,1
126,1600,1700,60,2,3.0,8,3.0,2,2,1,1
127,1600,1700,60,2,3.0,8,3.0,2,2,1,1
128,1600,1700,60,1,1.0,6,3.0,2,1,2,1
129,1600,1700,60,1,3.0,5,1.0,4,2,1,1
130,1600,1700,60,2,1.0,10,3.0,4,2,2,1
131,1600,1700,60,2,1.0,10,3.0,4,2,2,1
132,1600,1700,60,1,3.0,7,3.0,4,2,1,1
133,1600,1700,60,1,3.0,7,3.0,4,2,2,1
134,1600,1700,60,1,2.0,6,1.0,4,2,1,1
135,1600,1700,60,1,2.0,5,1.0,4,2,1,1
136,1600,1700,60,8,3.0,5,2.0,4,2,2,1
137,1600,1700,60,8,3.0,5,2.0,4,2,2,1
138,1600,1700,60,8,3.0,5,2.0,4,2,2,1
139,1600,1700,60,8,3.0,5,2.0,4,2,2,1
140,1600,1700,60,8,3.0,5,2.0,4,2,2,1
141,1600,1700,60,8,3.0,5,2.0,4,2,2,1
142,1600,1700,60,8,3.0,5,2.0,4,2,2,1
143,1600,1700,60,8,3.0,5,2.0,4,2,2,1
144,1600,1700,60,2,3.0,8,3.0,2,1,1,1
145,1600,1700,60,2,3.0,8,3.0,2,1,1,1
146,1600,1700,60,3,2.0,7,3.0,2,1,1,1
147,1600,1700,60,3,2.0,7,3.0,2,1,1,1
148,1600,1700,60,3,2.0,7,3.0,2,1,1,1
149,1600,1700,60,1,2.0,8,3.0,4,3,1,1
150,1600,1700,60,1,3.0,7,3.0,1,1,2,1
151,1600,1700,60,1,0.0,2,0.0,4,1,1,1
152,1600,1700,60,4,2.0,5,1.0,2,1,2,1
153,1600,1700,60,4,2.0,5,1.0,2,1,2,1
154,1600,1700,60,4,2.0,5,1.0,2,1,2,1
155,1600,1700,60,4,2.0,5,1.0,2,1,2,1
156,1600,1700,60,1,1.0,3,1.0,2,1,1,1
157,1600,1700,60,5,2.0,7,2.0,2,1,2,1
158,1600,1700,60,5,2.0,7,2.0,2,1,2,1
159,1600,1700,60,5,2.0,7,2.0,2,1,2,1
160,1600,1700,60,5,2.0,7,2.0,2,1,2,1
161,1600,1700,60,5,2.0,7,2.0,2,1,2,1
162,1600,1700,60,2,3.0,10,3.0,4,4,1,1
163,1600,1700,60,2,3.0,10,3.0,4,4,1,1
164,1600,1700,60,1,3.0,8,3.0,2,1,2,1
165,1600,1700,60,2,2.0,4,2.0,2,1,2,1
166,1600,1700,60,2,2.0,4,2.0,2,1,2,1
167,1600,1700,60,1,2.0,7,2.0,4,3,1,1
168,1600,1700,60,2,3.0,6,2.0,2,1,1,1
169,1600,1700,60,2,3.0,6,2.0,2,1,1,1
170,1600,1700,60,2,3.0,7,3.0,2,1,2,1
171,1600,1700,60,2,3.0,7,3.0,2,1,2,1
172,1600,1700,60,1,3.0,6,3.0,4,2,1,1
173,1600,1700,60,1,1.0,10,3.0,3,1,2,1
174,1600,1700,60,2,3.0,8,3.0,4,2,1,1
175,1600,1700,60,2,3.0,8,3.0,4,2,1,1
176,1600,1700,60,2,3.0,8,3.0,2,1,2,1
177,1600,1700,60,2,3.0,8,3.0,2,1,2,1
178,1600,1700,60,1,3.0,6,2.0,2,1,2,1
179,1600,1700,60,1,1.0,6,2.0,1,1,1,1
180,1600,1700,60,1,3.0,10,2.0,2,1,1,1
181,1600,1700,60,1,3.0,6,2.0,2,1,1,1
182,1600,1700,60,1,2.0,5,1.0,4,2,2,1
183,1600,1700,60,1,1.0,3,2.0,4,1,2,1
184,1600,1700,60,1,3.0,5,1.0,1,1,1,1
185,1600,1700,60,38,3.0,7,3.0,2,1,1,1
186,1600,1700,60,38,3.0,7,3.0,2,1,1,1
187,1600,1700,60,38,3.0,7,3.0,2,1,1,1
188,1600,1700,60,38,3.0,7,3.0,2,1,1,1
189,1600,1700,60,38,3.0,7,3.0,2,1,1,1
190,1600,1700,60,38,3.0,7,3.0,2,1,1,1
191,1600,1700,60,38,3.0,7,3.0,2,1,1,1
192,1600,1700,60,38,3.0,7,3.0,2,1,1,1
193,1600,1700,60,38,3.0,7,3.0,2,1,1,1
194,1600,1700,60,38,3.0,7,3.0,2,1,1,1
195,1600,1700,60,38,3.0,7,3.0,2,1,1,1
196,1600,1700,60,38,3.0,7,3.0,2,1,1,1
197,1600,1700,60,38,3.0,7,3.0,2,1,1,1
198,1600,1700,60,38,3.0,7,3.0,2,1,1,1
199,1600,1700,60,38,3.0,7,3.0,2,1,1,1
200,1600,1700,60,38,3.0,7,3.0,2,1,1,1
201,1600,1700,60,38,3.0,7,3.0,2,1,1,1
202,1600,1700,60,38,3.0,7,3.0,2,1,1,1
203,1600,1700,60,38,3.0,7,3.0,2,1,1,1
204,1600,1700,60,38,3.0,7,3.0,2,1,1,1
205,1600,1700,60,38,3.0,7,3.0,2,1,1,1
206,1600,1700,60,38,3.0,7,3.0,2,1,1,1
207,1600,1700,60,38,3.0,7,3.0,2,1,1,1
208,1600,1700,60,38,3.0,7,3.0,2,1,1,1
209,1600,1700,60,38,3.0,7,3.0,2,1,1,1
210,1600,1700,60,38,3.0,7,3.0,2,1,1,1
211,1600,1700,60,38,3.0,7,3.0,2,1,1,1
212,1600,1700,60,38,3.0,7,3.0,2,1,1,1
213,1600,1700,60,38,3.0,7,3.0,2,1,1,1
214,1600,1700,60,38,3.0,7,3.0,2,1,1,1
215,1600,1700,60,38,3.0,7,3.0,2,1,1,1
216,1600,1700,60,38,3.0,7,3.0,2,1,1,1
217,1600,1700,60,38,3.0,7,3.0,2,1,1,1
218,1600,1700,60,38,3.0,7,3.0,2,1,1,1
219,1600,1700,60,38,3.0,7,3.0,2,1,1,1
220,1600,1700,60,38,3.0,7,3.0,2,1,1,1
221,1600,1700,60,38,3.0,7,3.0,2,1,1,1
222,1600,1700,60,38,3.0,7,3.0,2,1,1,1
223,1600,1700,60,2,3.0,8,3.0,4,4,1,1
224,1600,1700,60,2,3.0,8,3.0,4,4,1,1
225,1600,1700,60,5,3.0,3,1.0,2,1,2,1
226,1600,1700,60,5,3.0,3,1.0,2,1,2,1
227,1600,1700,60,5,3.0,3,1.0,2,1,2,1
228,1600,1700,60,5,3.0,3,1.0,2,1,2,1
229,1600,1700,60,5,3.0,3,1.0,2,1,2,1
230,1600,1700,60,1,2.0,7,1.0,2,1,2,1
