,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
0,2020HU0853695,200,300,60,3,0.0,10,0.0,5,3,2,9.14997,7.35501,1
1,2020HU0853695,200,300,60,3,0.0,10,0.0,5,3,2,9.14998,7.35501,1
2,2020HU0853695,200,300,60,3,0.0,10,0.0,5,3,2,9.14997,7.35501,1
3,2018HU0270440,200,300,60,2,3.0,10,3.0,4,1,2,9.04468,7.47364,2
4,2018HU0270440,200,300,60,2,3.0,10,3.0,4,1,2,9.04469,7.47364,2
5,2019HU0849555,200,300,60,1,3.0,8,3.0,4,4,2,9.0914,7.49876,1
6,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
7,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,2
8,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
9,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,2
10,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
11,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,2
12,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
13,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,2
14,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
15,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,2
16,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
17,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,2
18,2021HU1200690,200,300,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,2
19,2021HU0273780,200,300,60,3,1.0,2,0.0,2,1,1,9.07494,7.39688,9
20,2021HU0273780,200,300,60,3,1.0,2,0.0,2,1,1,9.07495,7.39688,9
21,2021HU0273780,200,300,60,3,1.0,2,0.0,2,1,1,9.07494,7.39688,9
22,2020HU0628820,200,300,60,1,3.0,5,3.0,2,1,2,9.08138,7.48416,2
23,2017000247487,200,300,60,1,1.0,10,3.0,4,2,2,9.05983,7.50052,2
24,2018HU0278218,200,300,60,3,3.0,2,1.0,2,1,2,9.11721,7.40618,9
25,2018HU0278218,200,300,60,3,3.0,2,1.0,2,1,2,9.11722,7.40618,9
26,2018HU0278218,200,300,60,3,3.0,2,1.0,2,1,2,9.11721,7.40618,9
27,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,9
28,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.007399999999999,7.47,9
29,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,9
30,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.007399999999999,7.47,9
31,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,9
32,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.007399999999999,7.47,9
33,2017000738034,200,300,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,9
34,2019HU0071859,200,300,60,2,2.0,8,3.0,4,2,2,8.98591,7.44547,2
35,2019HU0071859,200,300,60,2,2.0,8,3.0,4,2,2,8.98592,7.44547,2
36,2021HU0983782,200,300,60,1,1.0,7,3.0,4,2,2,9.07789,7.47146,2
37,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
38,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
39,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
40,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
41,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
42,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
43,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
44,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
45,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
46,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
47,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
48,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
49,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
50,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
51,2021HU0343140,200,300,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
52,2018HU1163183,200,300,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,2
53,2018HU1163183,200,300,60,5,3.0,6,3.0,4,3,1,9.00305,7.56025,2
54,2018HU1163183,200,300,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,2
55,2018HU1163183,200,300,60,5,3.0,6,3.0,4,3,1,9.00305,7.56025,2
56,2018HU1163183,200,300,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,2
57,2018HU1266042,200,300,60,1,3.0,8,3.0,2,1,2,8.9741,7.49017,2
58,2018HU0510879,200,300,60,3,3.0,9,2.0,2,1,2,9.07497,7.43258,9
59,2018HU0510879,200,300,60,3,3.0,9,2.0,2,1,2,9.07498,7.43258,9
60,2018HU0510879,200,300,60,3,3.0,9,2.0,2,1,2,9.07497,7.43258,9
61,2019HU0226332,200,300,60,2,3.0,6,2.0,2,1,1,9.04521,7.40591,1
62,2019HU0226332,200,300,60,2,3.0,6,2.0,2,1,1,9.04522,7.40591,1
63,2017000515932,200,300,60,2,2.0,6,3.0,2,1,1,9.07114,7.48524,2
64,2017000515932,200,300,60,2,2.0,6,3.0,2,1,1,9.07115,7.48524,2
65,2020HU0378270,200,300,60,2,3.0,10,3.0,4,2,2,9.03061,7.502,2
66,2020HU0378270,200,300,60,2,3.0,10,3.0,4,2,2,9.030619999999999,7.502,2
67,2020HU1124512,200,300,60,2,1.0,4,1.0,2,1,2,8.96854,7.46456,9
68,2020HU1124512,200,300,60,2,1.0,4,1.0,2,1,2,8.96855,7.46456,9
69,2017001328840,200,300,60,1,3.0,6,2.0,4,2,1,9.08081,7.43103,2
70,2017000831008,200,300,60,3,3.0,7,3.0,3,2,1,9.07398,7.40382,2
71,2017000831008,200,300,60,3,3.0,7,3.0,3,2,1,9.07399,7.40382,2
72,2017000831008,200,300,60,3,3.0,7,3.0,3,2,1,9.07398,7.40382,2
73,2019HU0600756,200,300,60,1,3.0,6,3.0,4,2,1,9.0372,7.48506,2
74,2021HU0400507,200,300,60,4,3.0,7,3.0,4,2,2,9.00009,7.42591,2
75,2021HU0400507,200,300,60,4,3.0,7,3.0,4,2,2,9.0001,7.42591,2
76,2021HU0400507,200,300,60,4,3.0,7,3.0,4,2,2,9.00009,7.42591,2
77,2021HU0400507,200,300,60,4,3.0,7,3.0,4,2,2,9.0001,7.42591,2
78,2018HU0815113,200,300,60,1,3.0,9,3.0,2,1,2,8.96609,7.38186,1
79,2020HU0635187,200,300,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
80,2020HU0635187,200,300,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
81,2020HU0635187,200,300,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
82,2020HU0635187,200,300,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
83,2020HU0635187,200,300,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
