,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,1200,1300,60,3,0.0,10,0.0,5,3,2,1
1,1200,1300,60,3,0.0,10,0.0,5,3,2,1
2,1200,1300,60,3,0.0,10,0.0,5,3,2,1
3,1200,1300,60,2,3.0,10,3.0,4,1,2,2
4,1200,1300,60,2,3.0,10,3.0,4,1,2,2
5,1200,1300,60,1,3.0,8,3.0,4,4,2,2
6,1200,1300,60,13,3.0,10,3.0,2,1,1,1
7,1200,1300,60,13,3.0,10,3.0,2,1,1,1
8,1200,1300,60,13,3.0,10,3.0,2,1,1,1
9,1200,1300,60,13,3.0,10,3.0,2,1,1,1
10,1200,1300,60,13,3.0,10,3.0,2,1,1,1
11,1200,1300,60,13,3.0,10,3.0,2,1,1,1
12,1200,1300,60,13,3.0,10,3.0,2,1,1,1
13,1200,1300,60,13,3.0,10,3.0,2,1,1,1
14,1200,1300,60,13,3.0,10,3.0,2,1,1,1
15,1200,1300,60,13,3.0,10,3.0,2,1,1,1
16,1200,1300,60,13,3.0,10,3.0,2,1,1,1
17,1200,1300,60,13,3.0,10,3.0,2,1,1,1
18,1200,1300,60,13,3.0,10,3.0,2,1,1,1
19,1200,1300,60,3,1.0,2,0.0,2,1,1,1
20,1200,1300,60,3,1.0,2,0.0,2,1,1,1
21,1200,1300,60,3,1.0,2,0.0,2,1,1,1
22,1200,1300,60,1,3.0,5,3.0,2,1,2,2
23,1200,1300,60,1,1.0,10,3.0,4,2,2,2
24,1200,1300,60,3,3.0,2,1.0,2,1,2,1
25,1200,1300,60,3,3.0,2,1.0,2,1,2,1
26,1200,1300,60,3,3.0,2,1.0,2,1,2,1
27,1200,1300,60,7,3.0,6,2.0,2,1,2,1
28,1200,1300,60,7,3.0,6,2.0,2,1,2,1
29,1200,1300,60,7,3.0,6,2.0,2,1,2,1
30,1200,1300,60,7,3.0,6,2.0,2,1,2,1
31,1200,1300,60,7,3.0,6,2.0,2,1,2,1
32,1200,1300,60,7,3.0,6,2.0,2,1,2,1
33,1200,1300,60,7,3.0,6,2.0,2,1,2,1
34,1200,1300,60,2,2.0,8,3.0,4,2,2,2
35,1200,1300,60,2,2.0,8,3.0,4,2,2,2
36,1200,1300,60,1,1.0,7,3.0,4,2,2,2
37,1200,1300,60,15,2.0,6,2.0,2,1,2,1
38,1200,1300,60,15,2.0,6,2.0,2,1,2,1
39,1200,1300,60,15,2.0,6,2.0,2,1,2,1
40,1200,1300,60,15,2.0,6,2.0,2,1,2,1
41,1200,1300,60,15,2.0,6,2.0,2,1,2,1
42,1200,1300,60,15,2.0,6,2.0,2,1,2,1
43,1200,1300,60,15,2.0,6,2.0,2,1,2,1
44,1200,1300,60,15,2.0,6,2.0,2,1,2,1
45,1200,1300,60,15,2.0,6,2.0,2,1,2,1
46,1200,1300,60,15,2.0,6,2.0,2,1,2,1
47,1200,1300,60,15,2.0,6,2.0,2,1,2,1
48,1200,1300,60,15,2.0,6,2.0,2,1,2,1
49,1200,1300,60,15,2.0,6,2.0,2,1,2,1
50,1200,1300,60,15,2.0,6,2.0,2,1,2,1
51,1200,1300,60,15,2.0,6,2.0,2,1,2,1
52,1200,1300,60,5,3.0,6,3.0,4,3,1,2
53,1200,1300,60,5,3.0,6,3.0,4,3,1,2
54,1200,1300,60,5,3.0,6,3.0,4,3,1,2
55,1200,1300,60,5,3.0,6,3.0,4,3,1,2
56,1200,1300,60,5,3.0,6,3.0,4,3,1,2
57,1200,1300,60,1,3.0,8,3.0,2,1,2,2
58,1200,1300,60,3,3.0,9,2.0,2,1,2,6
59,1200,1300,60,3,3.0,9,2.0,2,1,2,6
60,1200,1300,60,3,3.0,9,2.0,2,1,2,6
61,1200,1300,60,2,3.0,6,2.0,2,1,1,1
62,1200,1300,60,2,3.0,6,2.0,2,1,1,1
63,1200,1300,60,2,2.0,6,3.0,2,1,1,2
64,1200,1300,60,2,2.0,6,3.0,2,1,1,2
65,1200,1300,60,2,3.0,10,3.0,4,2,2,2
66,1200,1300,60,2,3.0,10,3.0,4,2,2,2
67,1200,1300,60,2,1.0,4,1.0,2,1,2,1
68,1200,1300,60,2,1.0,4,1.0,2,1,2,1
69,1200,1300,60,1,3.0,6,2.0,4,2,1,2
70,1200,1300,60,3,3.0,7,3.0,3,2,1,2
71,1200,1300,60,3,3.0,7,3.0,3,2,1,2
72,1200,1300,60,3,3.0,7,3.0,3,2,1,2
73,1200,1300,60,1,3.0,6,3.0,4,2,1,2
74,1200,1300,60,4,3.0,7,3.0,4,2,2,1
75,1200,1300,60,4,3.0,7,3.0,4,2,2,1
76,1200,1300,60,4,3.0,7,3.0,4,2,2,1
77,1200,1300,60,4,3.0,7,3.0,4,2,2,1
78,1200,1300,60,1,3.0,9,3.0,2,1,2,2
79,1200,1300,60,16,2.0,10,3.0,2,1,2,1
80,1200,1300,60,16,2.0,10,3.0,2,1,2,1
81,1200,1300,60,16,2.0,10,3.0,2,1,2,1
82,1200,1300,60,16,2.0,10,3.0,2,1,2,1
83,1200,1300,60,16,2.0,10,3.0,2,1,2,1
84,1200,1300,60,16,2.0,10,3.0,2,1,2,1
85,1200,1300,60,16,2.0,10,3.0,2,1,2,1
86,1200,1300,60,16,2.0,10,3.0,2,1,2,1
87,1200,1300,60,16,2.0,10,3.0,2,1,2,1
88,1200,1300,60,16,2.0,10,3.0,2,1,2,1
89,1200,1300,60,16,2.0,10,3.0,2,1,2,1
90,1200,1300,60,16,2.0,10,3.0,2,1,2,1
91,1200,1300,60,16,2.0,10,3.0,2,1,2,1
92,1200,1300,60,16,2.0,10,3.0,2,1,2,1
93,1200,1300,60,16,2.0,10,3.0,2,1,2,1
94,1200,1300,60,16,2.0,10,3.0,2,1,2,1
95,1200,1300,60,2,0.0,10,3.0,4,1,1,2
96,1200,1300,60,2,0.0,10,3.0,4,1,1,2
97,1200,1300,60,10,3.0,6,3.0,2,1,1,1
98,1200,1300,60,10,3.0,6,3.0,2,1,1,1
99,1200,1300,60,10,3.0,6,3.0,2,1,1,1
100,1200,1300,60,10,3.0,6,3.0,2,1,1,1
101,1200,1300,60,10,3.0,6,3.0,2,1,1,1
102,1200,1300,60,10,3.0,6,3.0,2,1,1,1
103,1200,1300,60,10,3.0,6,3.0,2,1,1,1
104,1200,1300,60,10,3.0,6,3.0,2,1,1,1
105,1200,1300,60,10,3.0,6,3.0,2,1,1,1
106,1200,1300,60,10,3.0,6,3.0,2,1,1,1
107,1200,1300,60,6,2.0,7,2.0,2,1,2,1
108,1200,1300,60,6,2.0,7,2.0,2,1,2,1
109,1200,1300,60,6,2.0,7,2.0,2,1,2,1
110,1200,1300,60,6,2.0,7,2.0,2,1,2,1
111,1200,1300,60,6,2.0,7,2.0,2,1,2,1
112,1200,1300,60,6,2.0,7,2.0,2,1,2,1
113,1200,1300,60,3,3.0,10,3.0,1,1,1,1
114,1200,1300,60,3,3.0,10,3.0,1,1,1,1
115,1200,1300,60,3,3.0,10,3.0,1,1,1,1
116,1200,1300,60,4,2.0,4,1.0,1,1,1,1
117,1200,1300,60,4,2.0,4,1.0,1,1,1,1
118,1200,1300,60,4,2.0,4,1.0,1,1,1,1
119,1200,1300,60,4,2.0,4,1.0,1,1,1,1
120,1200,1300,60,3,3.0,6,1.0,2,1,1,1
121,1200,1300,60,3,3.0,6,1.0,2,1,1,1
122,1200,1300,60,3,3.0,6,1.0,2,1,1,1
123,1200,1300,60,2,3.0,7,2.0,1,1,2,1
124,1200,1300,60,2,3.0,7,2.0,1,1,2,1
125,1200,1300,60,1,3.0,6,3.0,4,3,2,2
126,1200,1300,60,2,3.0,8,3.0,2,2,1,2
127,1200,1300,60,2,3.0,8,3.0,2,2,1,2
128,1200,1300,60,1,1.0,6,3.0,2,1,2,2
129,1200,1300,60,1,3.0,5,1.0,4,2,1,2
130,1200,1300,60,2,1.0,10,3.0,4,2,2,2
131,1200,1300,60,2,1.0,10,3.0,4,2,2,2
132,1200,1300,60,1,3.0,7,3.0,4,2,1,2
133,1200,1300,60,1,3.0,7,3.0,4,2,2,2
134,1200,1300,60,1,2.0,6,1.0,4,2,1,2
135,1200,1300,60,1,2.0,5,1.0,4,2,1,2
136,1200,1300,60,8,3.0,5,2.0,4,2,2,1
137,1200,1300,60,8,3.0,5,2.0,4,2,2,1
138,1200,1300,60,8,3.0,5,2.0,4,2,2,1
139,1200,1300,60,8,3.0,5,2.0,4,2,2,1
140,1200,1300,60,8,3.0,5,2.0,4,2,2,1
141,1200,1300,60,8,3.0,5,2.0,4,2,2,1
142,1200,1300,60,8,3.0,5,2.0,4,2,2,1
143,1200,1300,60,8,3.0,5,2.0,4,2,2,1
144,1200,1300,60,2,3.0,8,3.0,2,1,1,2
145,1200,1300,60,2,3.0,8,3.0,2,1,1,2
146,1200,1300,60,3,2.0,7,3.0,2,1,1,1
147,1200,1300,60,3,2.0,7,3.0,2,1,1,1
148,1200,1300,60,3,2.0,7,3.0,2,1,1,1
149,1200,1300,60,1,2.0,8,3.0,4,3,1,2
150,1200,1300,60,1,3.0,7,3.0,1,1,2,2
151,1200,1300,60,1,0.0,2,0.0,4,1,1,1
152,1200,1300,60,4,2.0,5,1.0,2,1,2,6
153,1200,1300,60,4,2.0,5,1.0,2,1,2,6
154,1200,1300,60,4,2.0,5,1.0,2,1,2,6
155,1200,1300,60,4,2.0,5,1.0,2,1,2,6
156,1200,1300,60,1,1.0,3,1.0,2,1,1,1
157,1200,1300,60,5,2.0,7,2.0,2,1,2,6
158,1200,1300,60,5,2.0,7,2.0,2,1,2,6
159,1200,1300,60,5,2.0,7,2.0,2,1,2,6
160,1200,1300,60,5,2.0,7,2.0,2,1,2,6
161,1200,1300,60,5,2.0,7,2.0,2,1,2,6
162,1200,1300,60,2,3.0,10,3.0,4,4,1,2
163,1200,1300,60,2,3.0,10,3.0,4,4,1,2
164,1200,1300,60,1,3.0,8,3.0,2,1,2,2
165,1200,1300,60,2,2.0,4,2.0,2,1,2,1
166,1200,1300,60,2,2.0,4,2.0,2,1,2,1
167,1200,1300,60,1,2.0,7,2.0,4,3,1,2
168,1200,1300,60,2,3.0,6,2.0,2,1,1,1
169,1200,1300,60,2,3.0,6,2.0,2,1,1,1
