,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,700,800,60,3,0.0,10,0.0,5,3,2,6
1,700,800,60,3,0.0,10,0.0,5,3,2,6
2,700,800,60,3,0.0,10,0.0,5,3,2,6
3,700,800,60,2,3.0,10,3.0,4,1,2,2
4,700,800,60,2,3.0,10,3.0,4,1,2,2
5,700,800,60,1,3.0,8,3.0,4,4,2,2
6,700,800,60,13,3.0,10,3.0,2,1,1,3
7,700,800,60,13,3.0,10,3.0,2,1,1,3
8,700,800,60,13,3.0,10,3.0,2,1,1,3
9,700,800,60,13,3.0,10,3.0,2,1,1,3
10,700,800,60,13,3.0,10,3.0,2,1,1,3
11,700,800,60,13,3.0,10,3.0,2,1,1,3
12,700,800,60,13,3.0,10,3.0,2,1,1,3
13,700,800,60,13,3.0,10,3.0,2,1,1,3
14,700,800,60,13,3.0,10,3.0,2,1,1,3
15,700,800,60,13,3.0,10,3.0,2,1,1,3
16,700,800,60,13,3.0,10,3.0,2,1,1,3
17,700,800,60,13,3.0,10,3.0,2,1,1,3
18,700,800,60,13,3.0,10,3.0,2,1,1,3
19,700,800,60,3,1.0,2,0.0,2,1,1,3
20,700,800,60,3,1.0,2,0.0,2,1,1,3
21,700,800,60,3,1.0,2,0.0,2,1,1,3
22,700,800,60,1,3.0,5,3.0,2,1,2,2
23,700,800,60,1,1.0,10,3.0,4,2,2,2
24,700,800,60,3,3.0,2,1.0,2,1,2,3
25,700,800,60,3,3.0,2,1.0,2,1,2,3
26,700,800,60,3,3.0,2,1.0,2,1,2,3
27,700,800,60,7,3.0,6,2.0,2,1,2,3
28,700,800,60,7,3.0,6,2.0,2,1,2,3
29,700,800,60,7,3.0,6,2.0,2,1,2,3
30,700,800,60,7,3.0,6,2.0,2,1,2,3
31,700,800,60,7,3.0,6,2.0,2,1,2,3
32,700,800,60,7,3.0,6,2.0,2,1,2,3
33,700,800,60,7,3.0,6,2.0,2,1,2,3
34,700,800,60,2,2.0,8,3.0,4,2,2,2
35,700,800,60,2,2.0,8,3.0,4,2,2,2
36,700,800,60,1,1.0,7,3.0,4,2,2,2
37,700,800,60,15,2.0,6,2.0,2,1,2,3
38,700,800,60,15,2.0,6,2.0,2,1,2,3
39,700,800,60,15,2.0,6,2.0,2,1,2,3
40,700,800,60,15,2.0,6,2.0,2,1,2,3
41,700,800,60,15,2.0,6,2.0,2,1,2,3
42,700,800,60,15,2.0,6,2.0,2,1,2,3
43,700,800,60,15,2.0,6,2.0,2,1,2,3
44,700,800,60,15,2.0,6,2.0,2,1,2,3
