,Unnamed: 0,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
4166,4166,2017000000496,400,500,60,1,3.0,10,1.0,4,3,2,9.1422,7.36924,2
7745,7745,2017000000954,400,500,60,1,3.0,6,1.0,5,3,1,9.1422,7.36924,2
6046,6046,2017000002261,400,500,60,2,2.0,8,0.0,4,2,1,9.1422,7.36924,2
6047,6047,2017000002261,400,500,60,2,2.0,8,0.0,4,2,1,9.1422,7.36924,2
4798,4798,2017000002716,400,500,60,2,3.0,8,2.0,2,1,1,9.02594,7.57541,3
4799,4799,2017000002716,400,500,60,2,3.0,8,2.0,2,1,1,9.02594,7.57541,3
1663,1663,2017000003442,400,500,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
1664,1664,2017000003442,400,500,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
1662,1662,2017000003442,400,500,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
1661,1661,2017000003442,400,500,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
4022,4022,2017000006164,400,500,60,1,3.0,6,1.0,4,2,2,9.1422,7.36924,2
3853,3853,2017000007407,400,500,60,2,3.0,9,2.0,4,4,1,9.1422,7.36924,2
3854,3854,2017000007407,400,500,60,2,3.0,9,2.0,4,4,1,9.1422,7.36924,2
7153,7153,2017000008274,400,500,60,1,2.0,5,1.0,5,2,1,9.1422,7.36924,2
3872,3872,2017000009705,400,500,60,2,3.0,7,3.0,2,1,1,9.1422,7.36924,2
3873,3873,2017000009705,400,500,60,2,3.0,7,3.0,2,1,1,9.1422,7.36924,2
3757,3757,2017000010614,400,500,60,2,2.0,6,2.0,3,3,1,9.1422,7.36924,2
3758,3758,2017000010614,400,500,60,2,2.0,6,2.0,3,3,1,9.1422,7.36924,2
5830,5830,2017000013076,400,500,60,2,2.0,7,2.0,4,3,1,9.1422,7.36924,2
5831,5831,2017000013076,400,500,60,2,2.0,7,2.0,4,3,1,9.1422,7.36924,2
3252,3252,2017000014315,400,500,60,1,3.0,6,2.0,2,1,2,9.1422,7.36924,2
9870,9870,2017000017688,400,500,60,1,2.0,3,0.0,4,2,1,9.1422,7.36924,2
5734,5734,2017000017938,400,500,60,1,1.0,4,1.0,5,4,1,9.1422,7.36924,2
3529,3529,2017000018745,400,500,60,2,3.0,6,3.0,4,3,2,9.1422,7.36924,2
3530,3530,2017000018745,400,500,60,2,3.0,6,3.0,4,3,2,9.1422,7.36924,2
4788,4788,2017000021778,400,500,60,1,3.0,8,2.0,3,4,2,9.1422,7.36924,2
6460,6460,2017000023137,400,500,60,1,3.0,7,2.0,5,1,1,9.1422,7.36924,2
7002,7002,2017000024239,400,500,60,1,2.0,6,0.0,5,4,1,9.07851,7.47445,6
2825,2825,2017000025181,400,500,60,1,2.0,6,1.0,4,2,1,9.1422,7.36924,2
2852,2852,2017000026704,400,500,60,2,1.0,6,2.0,4,3,2,9.1422,7.36924,2
2853,2853,2017000026704,400,500,60,2,1.0,6,2.0,4,3,2,9.1422,7.36924,2
8109,8109,2017000027188,400,500,60,1,2.0,6,1.0,5,2,2,9.1422,7.36924,2
8221,8221,2017000028397,400,500,60,2,2.0,9,2.0,5,2,2,9.1422,7.36924,2
8222,8222,2017000028397,400,500,60,2,2.0,9,2.0,5,2,2,9.1422,7.36924,2
7419,7419,2017000031334,400,500,60,1,3.0,7,0.0,4,2,1,9.1422,7.36924,2
7188,7188,2017000031382,400,500,60,1,2.0,5,2.0,3,4,2,9.1422,7.36924,2
2923,2923,2017000032799,400,500,60,3,3.0,7,2.0,1,1,2,9.02594,7.57541,3
2922,2922,2017000032799,400,500,60,3,3.0,7,2.0,1,1,2,9.02594,7.57541,3
2921,2921,2017000032799,400,500,60,3,3.0,7,2.0,1,1,2,9.02594,7.57541,3
7760,7760,2017000033645,400,500,60,1,3.0,8,2.0,5,4,2,9.1422,7.36924,2
318,318,2017000036514,400,500,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
319,319,2017000036514,400,500,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
315,315,2017000036514,400,500,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
316,316,2017000036514,400,500,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
317,317,2017000036514,400,500,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
321,321,2017000036514,400,500,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
