,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,2100,2200,60,3,0.0,10,0.0,5,3,2,1
1,2100,2200,60,3,0.0,10,0.0,5,3,2,1
2,2100,2200,60,3,0.0,10,0.0,5,3,2,1
3,2100,2200,60,2,3.0,10,3.0,4,1,2,1
4,2100,2200,60,2,3.0,10,3.0,4,1,2,1
5,2100,2200,60,1,3.0,8,3.0,4,4,2,1
6,2100,2200,60,13,3.0,10,3.0,2,1,1,1
7,2100,2200,60,13,3.0,10,3.0,2,1,1,1
8,2100,2200,60,13,3.0,10,3.0,2,1,1,1
9,2100,2200,60,13,3.0,10,3.0,2,1,1,1
10,2100,2200,60,13,3.0,10,3.0,2,1,1,1
11,2100,2200,60,13,3.0,10,3.0,2,1,1,1
12,2100,2200,60,13,3.0,10,3.0,2,1,1,1
13,2100,2200,60,13,3.0,10,3.0,2,1,1,1
14,2100,2200,60,13,3.0,10,3.0,2,1,1,1
15,2100,2200,60,13,3.0,10,3.0,2,1,1,1
16,2100,2200,60,13,3.0,10,3.0,2,1,1,1
17,2100,2200,60,13,3.0,10,3.0,2,1,1,1
18,2100,2200,60,13,3.0,10,3.0,2,1,1,1
19,2100,2200,60,3,1.0,2,0.0,2,1,1,1
20,2100,2200,60,3,1.0,2,0.0,2,1,1,1
21,2100,2200,60,3,1.0,2,0.0,2,1,1,1
22,2100,2200,60,1,3.0,5,3.0,2,1,2,1
23,2100,2200,60,1,1.0,10,3.0,4,2,2,1
24,2100,2200,60,3,3.0,2,1.0,2,1,2,1
25,2100,2200,60,3,3.0,2,1.0,2,1,2,1
26,2100,2200,60,3,3.0,2,1.0,2,1,2,1
27,2100,2200,60,7,3.0,6,2.0,2,1,2,1
28,2100,2200,60,7,3.0,6,2.0,2,1,2,1
29,2100,2200,60,7,3.0,6,2.0,2,1,2,1
30,2100,2200,60,7,3.0,6,2.0,2,1,2,1
31,2100,2200,60,7,3.0,6,2.0,2,1,2,1
32,2100,2200,60,7,3.0,6,2.0,2,1,2,1
33,2100,2200,60,7,3.0,6,2.0,2,1,2,1
34,2100,2200,60,2,2.0,8,3.0,4,2,2,1
35,2100,2200,60,2,2.0,8,3.0,4,2,2,1
36,2100,2200,60,1,1.0,7,3.0,4,2,2,1
37,2100,2200,60,15,2.0,6,2.0,2,1,2,1
38,2100,2200,60,15,2.0,6,2.0,2,1,2,1
39,2100,2200,60,15,2.0,6,2.0,2,1,2,1
40,2100,2200,60,15,2.0,6,2.0,2,1,2,1
41,2100,2200,60,15,2.0,6,2.0,2,1,2,1
42,2100,2200,60,15,2.0,6,2.0,2,1,2,1
43,2100,2200,60,15,2.0,6,2.0,2,1,2,1
44,2100,2200,60,15,2.0,6,2.0,2,1,2,1
45,2100,2200,60,15,2.0,6,2.0,2,1,2,1
46,2100,2200,60,15,2.0,6,2.0,2,1,2,1
47,2100,2200,60,15,2.0,6,2.0,2,1,2,1
48,2100,2200,60,15,2.0,6,2.0,2,1,2,1
49,2100,2200,60,15,2.0,6,2.0,2,1,2,1
50,2100,2200,60,15,2.0,6,2.0,2,1,2,1
51,2100,2200,60,15,2.0,6,2.0,2,1,2,1
52,2100,2200,60,5,3.0,6,3.0,4,3,1,1
53,2100,2200,60,5,3.0,6,3.0,4,3,1,1
54,2100,2200,60,5,3.0,6,3.0,4,3,1,1
55,2100,2200,60,5,3.0,6,3.0,4,3,1,1
56,2100,2200,60,5,3.0,6,3.0,4,3,1,1
57,2100,2200,60,1,3.0,8,3.0,2,1,2,1
58,2100,2200,60,3,3.0,9,2.0,2,1,2,1
59,2100,2200,60,3,3.0,9,2.0,2,1,2,1
60,2100,2200,60,3,3.0,9,2.0,2,1,2,1
61,2100,2200,60,2,3.0,6,2.0,2,1,1,1
62,2100,2200,60,2,3.0,6,2.0,2,1,1,1
63,2100,2200,60,2,2.0,6,3.0,2,1,1,1
64,2100,2200,60,2,2.0,6,3.0,2,1,1,1
65,2100,2200,60,2,3.0,10,3.0,4,2,2,1
66,2100,2200,60,2,3.0,10,3.0,4,2,2,1
67,2100,2200,60,2,1.0,4,1.0,2,1,2,1
68,2100,2200,60,2,1.0,4,1.0,2,1,2,1
69,2100,2200,60,1,3.0,6,2.0,4,2,1,1
70,2100,2200,60,3,3.0,7,3.0,3,2,1,1
71,2100,2200,60,3,3.0,7,3.0,3,2,1,1
72,2100,2200,60,3,3.0,7,3.0,3,2,1,1
73,2100,2200,60,1,3.0,6,3.0,4,2,1,1
74,2100,2200,60,4,3.0,7,3.0,4,2,2,1
75,2100,2200,60,4,3.0,7,3.0,4,2,2,1
76,2100,2200,60,4,3.0,7,3.0,4,2,2,1
77,2100,2200,60,4,3.0,7,3.0,4,2,2,1
78,2100,2200,60,1,3.0,9,3.0,2,1,2,1
79,2100,2200,60,16,2.0,10,3.0,2,1,2,1
80,2100,2200,60,16,2.0,10,3.0,2,1,2,1
81,2100,2200,60,16,2.0,10,3.0,2,1,2,1
82,2100,2200,60,16,2.0,10,3.0,2,1,2,1
83,2100,2200,60,16,2.0,10,3.0,2,1,2,1
84,2100,2200,60,16,2.0,10,3.0,2,1,2,1
85,2100,2200,60,16,2.0,10,3.0,2,1,2,1
86,2100,2200,60,16,2.0,10,3.0,2,1,2,1
87,2100,2200,60,16,2.0,10,3.0,2,1,2,1
88,2100,2200,60,16,2.0,10,3.0,2,1,2,1
89,2100,2200,60,16,2.0,10,3.0,2,1,2,1
90,2100,2200,60,16,2.0,10,3.0,2,1,2,1
91,2100,2200,60,16,2.0,10,3.0,2,1,2,1
92,2100,2200,60,16,2.0,10,3.0,2,1,2,1
93,2100,2200,60,16,2.0,10,3.0,2,1,2,1
94,2100,2200,60,16,2.0,10,3.0,2,1,2,1
95,2100,2200,60,2,0.0,10,3.0,4,1,1,1
96,2100,2200,60,2,0.0,10,3.0,4,1,1,1
97,2100,2200,60,10,3.0,6,3.0,2,1,1,1
98,2100,2200,60,10,3.0,6,3.0,2,1,1,1
99,2100,2200,60,10,3.0,6,3.0,2,1,1,1
100,2100,2200,60,10,3.0,6,3.0,2,1,1,1
101,2100,2200,60,10,3.0,6,3.0,2,1,1,1
102,2100,2200,60,10,3.0,6,3.0,2,1,1,1
103,2100,2200,60,10,3.0,6,3.0,2,1,1,1
104,2100,2200,60,10,3.0,6,3.0,2,1,1,1
105,2100,2200,60,10,3.0,6,3.0,2,1,1,1
106,2100,2200,60,10,3.0,6,3.0,2,1,1,1
107,2100,2200,60,6,2.0,7,2.0,2,1,2,1
108,2100,2200,60,6,2.0,7,2.0,2,1,2,1
109,2100,2200,60,6,2.0,7,2.0,2,1,2,1
110,2100,2200,60,6,2.0,7,2.0,2,1,2,1
111,2100,2200,60,6,2.0,7,2.0,2,1,2,1
112,2100,2200,60,6,2.0,7,2.0,2,1,2,1
113,2100,2200,60,3,3.0,10,3.0,1,1,1,1
114,2100,2200,60,3,3.0,10,3.0,1,1,1,1
115,2100,2200,60,3,3.0,10,3.0,1,1,1,1
116,2100,2200,60,4,2.0,4,1.0,1,1,1,1
117,2100,2200,60,4,2.0,4,1.0,1,1,1,1
118,2100,2200,60,4,2.0,4,1.0,1,1,1,1
119,2100,2200,60,4,2.0,4,1.0,1,1,1,1
120,2100,2200,60,3,3.0,6,1.0,2,1,1,1
121,2100,2200,60,3,3.0,6,1.0,2,1,1,1
122,2100,2200,60,3,3.0,6,1.0,2,1,1,1
123,2100,2200,60,2,3.0,7,2.0,1,1,2,1
124,2100,2200,60,2,3.0,7,2.0,1,1,2,1
125,2100,2200,60,1,3.0,6,3.0,4,3,2,1
126,2100,2200,60,2,3.0,8,3.0,2,2,1,1
127,2100,2200,60,2,3.0,8,3.0,2,2,1,1
128,2100,2200,60,1,1.0,6,3.0,2,1,2,1
129,2100,2200,60,1,3.0,5,1.0,4,2,1,1
130,2100,2200,60,2,1.0,10,3.0,4,2,2,1
131,2100,2200,60,2,1.0,10,3.0,4,2,2,1
132,2100,2200,60,1,3.0,7,3.0,4,2,1,1
133,2100,2200,60,1,3.0,7,3.0,4,2,2,1
134,2100,2200,60,1,2.0,6,1.0,4,2,1,1
135,2100,2200,60,1,2.0,5,1.0,4,2,1,1
136,2100,2200,60,8,3.0,5,2.0,4,2,2,1
137,2100,2200,60,8,3.0,5,2.0,4,2,2,1
138,2100,2200,60,8,3.0,5,2.0,4,2,2,1
139,2100,2200,60,8,3.0,5,2.0,4,2,2,1
140,2100,2200,60,8,3.0,5,2.0,4,2,2,1
141,2100,2200,60,8,3.0,5,2.0,4,2,2,1
142,2100,2200,60,8,3.0,5,2.0,4,2,2,1
143,2100,2200,60,8,3.0,5,2.0,4,2,2,1
144,2100,2200,60,2,3.0,8,3.0,2,1,1,1
145,2100,2200,60,2,3.0,8,3.0,2,1,1,1
146,2100,2200,60,3,2.0,7,3.0,2,1,1,1
147,2100,2200,60,3,2.0,7,3.0,2,1,1,1
148,2100,2200,60,3,2.0,7,3.0,2,1,1,1
149,2100,2200,60,1,2.0,8,3.0,4,3,1,1
150,2100,2200,60,1,3.0,7,3.0,1,1,2,1
151,2100,2200,60,1,0.0,2,0.0,4,1,1,1
152,2100,2200,60,4,2.0,5,1.0,2,1,2,1
153,2100,2200,60,4,2.0,5,1.0,2,1,2,1
154,2100,2200,60,4,2.0,5,1.0,2,1,2,1
155,2100,2200,60,4,2.0,5,1.0,2,1,2,1
156,2100,2200,60,1,1.0,3,1.0,2,1,1,1
157,2100,2200,60,5,2.0,7,2.0,2,1,2,1
158,2100,2200,60,5,2.0,7,2.0,2,1,2,1
159,2100,2200,60,5,2.0,7,2.0,2,1,2,1
160,2100,2200,60,5,2.0,7,2.0,2,1,2,1
161,2100,2200,60,5,2.0,7,2.0,2,1,2,1
162,2100,2200,60,2,3.0,10,3.0,4,4,1,1
163,2100,2200,60,2,3.0,10,3.0,4,4,1,1
164,2100,2200,60,1,3.0,8,3.0,2,1,2,1
165,2100,2200,60,2,2.0,4,2.0,2,1,2,1
166,2100,2200,60,2,2.0,4,2.0,2,1,2,1
167,2100,2200,60,1,2.0,7,2.0,4,3,1,1
168,2100,2200,60,2,3.0,6,2.0,2,1,1,1
169,2100,2200,60,2,3.0,6,2.0,2,1,1,1
170,2100,2200,60,2,3.0,7,3.0,2,1,2,1
171,2100,2200,60,2,3.0,7,3.0,2,1,2,1
172,2100,2200,60,1,3.0,6,3.0,4,2,1,1
173,2100,2200,60,1,1.0,10,3.0,3,1,2,1
174,2100,2200,60,2,3.0,8,3.0,4,2,1,1
175,2100,2200,60,2,3.0,8,3.0,4,2,1,1
176,2100,2200,60,2,3.0,8,3.0,2,1,2,1
177,2100,2200,60,2,3.0,8,3.0,2,1,2,1
178,2100,2200,60,1,3.0,6,2.0,2,1,2,1
179,2100,2200,60,1,1.0,6,2.0,1,1,1,1
180,2100,2200,60,1,3.0,10,2.0,2,1,1,1
181,2100,2200,60,1,3.0,6,2.0,2,1,1,1
182,2100,2200,60,1,2.0,5,1.0,4,2,2,1
183,2100,2200,60,1,1.0,3,2.0,4,1,2,1
184,2100,2200,60,1,3.0,5,1.0,1,1,1,1
185,2100,2200,60,38,3.0,7,3.0,2,1,1,1
186,2100,2200,60,38,3.0,7,3.0,2,1,1,1
187,2100,2200,60,38,3.0,7,3.0,2,1,1,1
188,2100,2200,60,38,3.0,7,3.0,2,1,1,1
189,2100,2200,60,38,3.0,7,3.0,2,1,1,1
190,2100,2200,60,38,3.0,7,3.0,2,1,1,1
191,2100,2200,60,38,3.0,7,3.0,2,1,1,1
192,2100,2200,60,38,3.0,7,3.0,2,1,1,1
193,2100,2200,60,38,3.0,7,3.0,2,1,1,1
194,2100,2200,60,38,3.0,7,3.0,2,1,1,1
195,2100,2200,60,38,3.0,7,3.0,2,1,1,1
196,2100,2200,60,38,3.0,7,3.0,2,1,1,1
197,2100,2200,60,38,3.0,7,3.0,2,1,1,1
198,2100,2200,60,38,3.0,7,3.0,2,1,1,1
199,2100,2200,60,38,3.0,7,3.0,2,1,1,1
200,2100,2200,60,38,3.0,7,3.0,2,1,1,1
201,2100,2200,60,38,3.0,7,3.0,2,1,1,1
202,2100,2200,60,38,3.0,7,3.0,2,1,1,1
203,2100,2200,60,38,3.0,7,3.0,2,1,1,1
204,2100,2200,60,38,3.0,7,3.0,2,1,1,1
205,2100,2200,60,38,3.0,7,3.0,2,1,1,1
206,2100,2200,60,38,3.0,7,3.0,2,1,1,1
207,2100,2200,60,38,3.0,7,3.0,2,1,1,1
208,2100,2200,60,38,3.0,7,3.0,2,1,1,1
209,2100,2200,60,38,3.0,7,3.0,2,1,1,1
210,2100,2200,60,38,3.0,7,3.0,2,1,1,1
211,2100,2200,60,38,3.0,7,3.0,2,1,1,1
212,2100,2200,60,38,3.0,7,3.0,2,1,1,1
213,2100,2200,60,38,3.0,7,3.0,2,1,1,1
214,2100,2200,60,38,3.0,7,3.0,2,1,1,1
215,2100,2200,60,38,3.0,7,3.0,2,1,1,1
216,2100,2200,60,38,3.0,7,3.0,2,1,1,1
217,2100,2200,60,38,3.0,7,3.0,2,1,1,1
218,2100,2200,60,38,3.0,7,3.0,2,1,1,1
219,2100,2200,60,38,3.0,7,3.0,2,1,1,1
220,2100,2200,60,38,3.0,7,3.0,2,1,1,1
221,2100,2200,60,38,3.0,7,3.0,2,1,1,1
222,2100,2200,60,38,3.0,7,3.0,2,1,1,1
223,2100,2200,60,2,3.0,8,3.0,4,4,1,1
224,2100,2200,60,2,3.0,8,3.0,4,4,1,1
225,2100,2200,60,5,3.0,3,1.0,2,1,2,1
226,2100,2200,60,5,3.0,3,1.0,2,1,2,1
227,2100,2200,60,5,3.0,3,1.0,2,1,2,1
228,2100,2200,60,5,3.0,3,1.0,2,1,2,1
229,2100,2200,60,5,3.0,3,1.0,2,1,2,1
230,2100,2200,60,1,2.0,7,1.0,2,1,2,1
231,2100,2200,60,3,3.0,9,2.0,2,1,1,1
232,2100,2200,60,3,3.0,9,2.0,2,1,1,1
233,2100,2200,60,3,3.0,9,2.0,2,1,1,1
234,2100,2200,60,9,3.0,4,1.0,2,1,2,1
235,2100,2200,60,9,3.0,4,1.0,2,1,2,1
236,2100,2200,60,9,3.0,4,1.0,2,1,2,1
237,2100,2200,60,9,3.0,4,1.0,2,1,2,1
238,2100,2200,60,9,3.0,4,1.0,2,1,2,1
239,2100,2200,60,9,3.0,4,1.0,2,1,2,1
240,2100,2200,60,9,3.0,4,1.0,2,1,2,1
241,2100,2200,60,9,3.0,4,1.0,2,1,2,1
242,2100,2200,60,9,3.0,4,1.0,2,1,2,1
243,2100,2200,60,1,3.0,7,3.0,2,1,1,1
244,2100,2200,60,37,3.0,7,3.0,3,2,2,1
245,2100,2200,60,37,3.0,7,3.0,3,2,2,1
246,2100,2200,60,37,3.0,7,3.0,3,2,2,1
247,2100,2200,60,37,3.0,7,3.0,3,2,2,1
248,2100,2200,60,37,3.0,7,3.0,3,2,2,1
249,2100,2200,60,37,3.0,7,3.0,3,2,2,1
250,2100,2200,60,37,3.0,7,3.0,3,2,2,1
251,2100,2200,60,37,3.0,7,3.0,3,2,2,1
252,2100,2200,60,37,3.0,7,3.0,3,2,2,1
253,2100,2200,60,37,3.0,7,3.0,3,2,2,1
254,2100,2200,60,37,3.0,7,3.0,3,2,2,1
255,2100,2200,60,37,3.0,7,3.0,3,2,2,1
256,2100,2200,60,37,3.0,7,3.0,3,2,2,1
257,2100,2200,60,37,3.0,7,3.0,3,2,2,1
258,2100,2200,60,37,3.0,7,3.0,3,2,2,1
259,2100,2200,60,37,3.0,7,3.0,3,2,2,1
260,2100,2200,60,37,3.0,7,3.0,3,2,2,1
261,2100,2200,60,37,3.0,7,3.0,3,2,2,1
262,2100,2200,60,37,3.0,7,3.0,3,2,2,1
263,2100,2200,60,37,3.0,7,3.0,3,2,2,1
264,2100,2200,60,37,3.0,7,3.0,3,2,2,1
