,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,1000,1100,60,3,0.0,10,0.0,5,3,2,6
1,1000,1100,60,3,0.0,10,0.0,5,3,2,6
2,1000,1100,60,3,0.0,10,0.0,5,3,2,6
3,1000,1100,60,2,3.0,10,3.0,4,1,2,2
4,1000,1100,60,2,3.0,10,3.0,4,1,2,2
5,1000,1100,60,1,3.0,8,3.0,4,4,2,2
6,1000,1100,60,13,3.0,10,3.0,2,1,1,1
7,1000,1100,60,13,3.0,10,3.0,2,1,1,1
8,1000,1100,60,13,3.0,10,3.0,2,1,1,1
9,1000,1100,60,13,3.0,10,3.0,2,1,1,1
10,1000,1100,60,13,3.0,10,3.0,2,1,1,1
11,1000,1100,60,13,3.0,10,3.0,2,1,1,1
12,1000,1100,60,13,3.0,10,3.0,2,1,1,1
13,1000,1100,60,13,3.0,10,3.0,2,1,1,1
14,1000,1100,60,13,3.0,10,3.0,2,1,1,1
15,1000,1100,60,13,3.0,10,3.0,2,1,1,1
16,1000,1100,60,13,3.0,10,3.0,2,1,1,1
17,1000,1100,60,13,3.0,10,3.0,2,1,1,1
18,1000,1100,60,13,3.0,10,3.0,2,1,1,1
19,1000,1100,60,3,1.0,2,0.0,2,1,1,6
20,1000,1100,60,3,1.0,2,0.0,2,1,1,6
21,1000,1100,60,3,1.0,2,0.0,2,1,1,6
22,1000,1100,60,1,3.0,5,3.0,2,1,2,2
23,1000,1100,60,1,1.0,10,3.0,4,2,2,2
24,1000,1100,60,3,3.0,2,1.0,2,1,2,6
25,1000,1100,60,3,3.0,2,1.0,2,1,2,6
26,1000,1100,60,3,3.0,2,1.0,2,1,2,6
27,1000,1100,60,7,3.0,6,2.0,2,1,2,6
28,1000,1100,60,7,3.0,6,2.0,2,1,2,6
29,1000,1100,60,7,3.0,6,2.0,2,1,2,6
30,1000,1100,60,7,3.0,6,2.0,2,1,2,6
31,1000,1100,60,7,3.0,6,2.0,2,1,2,6
32,1000,1100,60,7,3.0,6,2.0,2,1,2,6
