,Unnamed: 0,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
4166,4166,2017000000496,500,600,60,1,3.0,10,1.0,4,3,2,9.1422,7.36924,2
7745,7745,2017000000954,500,600,60,1,3.0,6,1.0,5,3,1,9.1422,7.36924,2
6046,6046,2017000002261,500,600,60,2,2.0,8,0.0,4,2,1,9.1422,7.36924,2
6047,6047,2017000002261,500,600,60,2,2.0,8,0.0,4,2,1,9.1422,7.36924,2
4798,4798,2017000002716,500,600,60,2,3.0,8,2.0,2,1,1,9.02594,7.57541,3
4799,4799,2017000002716,500,600,60,2,3.0,8,2.0,2,1,1,9.02594,7.57541,3
1664,1664,2017000003442,500,600,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
1663,1663,2017000003442,500,600,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
1662,1662,2017000003442,500,600,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
1661,1661,2017000003442,500,600,60,4,2.0,8,1.0,3,2,1,9.1422,7.36924,2
4022,4022,2017000006164,500,600,60,1,3.0,6,1.0,4,2,2,9.1422,7.36924,2
3853,3853,2017000007407,500,600,60,2,3.0,9,2.0,4,4,1,9.1422,7.36924,2
3854,3854,2017000007407,500,600,60,2,3.0,9,2.0,4,4,1,9.1422,7.36924,2
7153,7153,2017000008274,500,600,60,1,2.0,5,1.0,5,2,1,9.1422,7.36924,2
3872,3872,2017000009705,500,600,60,2,3.0,7,3.0,2,1,1,9.1422,7.36924,2
3873,3873,2017000009705,500,600,60,2,3.0,7,3.0,2,1,1,9.1422,7.36924,2
3758,3758,2017000010614,500,600,60,2,2.0,6,2.0,3,3,1,9.1422,7.36924,2
3757,3757,2017000010614,500,600,60,2,2.0,6,2.0,3,3,1,9.1422,7.36924,2
5831,5831,2017000013076,500,600,60,2,2.0,7,2.0,4,3,1,9.1422,7.36924,2
5830,5830,2017000013076,500,600,60,2,2.0,7,2.0,4,3,1,9.1422,7.36924,2
4745,4745,2017000014114,500,600,60,1,2.0,5,0.0,4,2,2,9.1422,7.36924,2
3252,3252,2017000014315,500,600,60,1,3.0,6,2.0,2,1,2,9.1422,7.36924,2
9870,9870,2017000017688,500,600,60,1,2.0,3,0.0,4,2,1,9.1422,7.36924,2
5734,5734,2017000017938,500,600,60,1,1.0,4,1.0,5,4,1,9.1422,7.36924,2
3530,3530,2017000018745,500,600,60,2,3.0,6,3.0,4,3,2,9.1422,7.36924,2
3529,3529,2017000018745,500,600,60,2,3.0,6,3.0,4,3,2,9.1422,7.36924,2
9382,9382,2017000020709,500,600,60,1,1.0,5,0.0,5,3,2,9.07851,7.47445,6
4788,4788,2017000021778,500,600,60,1,3.0,8,2.0,3,4,2,9.1422,7.36924,2
6460,6460,2017000023137,500,600,60,1,3.0,7,2.0,5,1,1,9.1422,7.36924,2
7002,7002,2017000024239,500,600,60,1,2.0,6,0.0,5,4,1,9.07851,7.47445,6
2825,2825,2017000025181,500,600,60,1,2.0,6,1.0,4,2,1,9.1422,7.36924,2
2853,2853,2017000026704,500,600,60,2,1.0,6,2.0,4,3,2,9.1422,7.36924,2
2852,2852,2017000026704,500,600,60,2,1.0,6,2.0,4,3,2,9.1422,7.36924,2
8109,8109,2017000027188,500,600,60,1,2.0,6,1.0,5,2,2,9.1422,7.36924,2
8222,8222,2017000028397,500,600,60,2,2.0,9,2.0,5,2,2,9.1422,7.36924,2
8221,8221,2017000028397,500,600,60,2,2.0,9,2.0,5,2,2,9.1422,7.36924,2
7419,7419,2017000031334,500,600,60,1,3.0,7,0.0,4,2,1,9.1422,7.36924,2
7188,7188,2017000031382,500,600,60,1,2.0,5,2.0,3,4,2,9.1422,7.36924,2
2923,2923,2017000032799,500,600,60,3,3.0,7,2.0,1,1,2,9.02594,7.57541,3
2922,2922,2017000032799,500,600,60,3,3.0,7,2.0,1,1,2,9.02594,7.57541,3
2921,2921,2017000032799,500,600,60,3,3.0,7,2.0,1,1,2,9.02594,7.57541,3
7760,7760,2017000033645,500,600,60,1,3.0,8,2.0,5,4,2,9.1422,7.36924,2
315,315,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
320,320,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
321,321,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
316,316,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
317,317,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
318,318,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
319,319,2017000036514,500,600,60,7,3.0,7,1.0,2,1,2,9.02594,7.57541,3
3222,3222,2017000040462,500,600,60,2,2.0,6,3.0,2,1,1,9.1422,7.36924,2
3223,3223,2017000040462,500,600,60,2,2.0,6,3.0,2,1,1,9.1422,7.36924,2
7445,7445,2017000041466,500,600,60,1,3.0,5,1.0,5,2,2,9.1422,7.36924,2
3785,3785,2017000042488,500,600,60,1,2.0,6,2.0,2,1,2,9.1422,7.36924,2
2512,2512,2017000045909,500,600,60,1,2.0,7,2.0,4,4,2,9.1422,7.36924,2
2046,2046,2017000048857,500,600,60,1,2.0,7,2.0,1,1,1,9.02594,7.57541,3
2211,2211,2017000049084,500,600,60,1,3.0,7,2.0,4,3,2,9.1422,7.36924,2
1877,1877,2017000054865,500,600,60,2,3.0,5,2.0,4,2,2,9.1422,7.36924,2
1876,1876,2017000054865,500,600,60,2,3.0,5,2.0,4,2,2,9.1422,7.36924,2
3891,3891,2017000055122,500,600,60,2,3.0,8,2.0,4,4,2,9.1422,7.36924,2
3892,3892,2017000055122,500,600,60,2,3.0,8,2.0,4,4,2,9.1422,7.36924,2
7754,7754,2017000056451,500,600,60,1,2.0,5,1.0,4,3,1,9.1422,7.36924,2
8159,8159,2017000056681,500,600,60,1,1.0,6,0.0,5,2,1,9.07851,7.47445,6
2858,2858,2017000060829,500,600,60,3,2.0,6,0.0,4,3,1,9.1422,7.36924,2
2859,2859,2017000060829,500,600,60,3,2.0,6,0.0,4,3,1,9.1422,7.36924,2
2857,2857,2017000060829,500,600,60,3,2.0,6,0.0,4,3,1,9.1422,7.36924,2
2930,2930,2017000063093,500,600,60,2,3.0,6,2.0,4,4,2,9.1422,7.36924,2
2929,2929,2017000063093,500,600,60,2,3.0,6,2.0,4,4,2,9.1422,7.36924,2
7749,7749,2017000063503,500,600,60,1,2.0,6,2.0,4,3,1,9.1422,7.36924,2
4622,4622,2017000065925,500,600,60,1,3.0,6,3.0,2,1,1,9.1422,7.36924,2
1165,1165,2017000066607,500,600,60,2,2.0,3,2.0,2,1,1,9.02594,7.57541,3
1164,1164,2017000066607,500,600,60,2,2.0,3,2.0,2,1,1,9.02594,7.57541,3
2964,2964,2017000068209,500,600,60,1,2.0,6,2.0,4,2,1,9.1422,7.36924,2
5124,5124,2017000069439,500,600,60,1,3.0,5,2.0,4,4,1,9.1422,7.36924,2
356,356,2017000070041,500,600,60,1,2.0,4,1.0,5,2,2,9.1422,7.36924,2
8008,8008,2017000073577,500,600,60,1,3.0,6,0.0,4,2,1,9.1422,7.36924,2
4665,4665,2017000073728,500,600,60,1,3.0,7,3.0,4,3,2,9.1422,7.36924,2
6333,6333,2017000076156,500,600,60,8,3.0,7,2.0,4,3,2,9.1422,7.36924,2
6339,6339,2017000076156,500,600,60,8,3.0,7,2.0,4,3,2,9.1422,7.36924,2
6338,6338,2017000076156,500,600,60,8,3.0,7,2.0,4,3,2,9.1422,7.36924,2
