,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,predicted_Class
0,100,200,60,3,0.0,10,0.0,5,3,2,1
1,100,200,60,3,0.0,10,0.0,5,3,2,1
2,100,200,60,3,0.0,10,0.0,5,3,2,1
3,100,200,60,2,3.0,10,3.0,4,1,2,2
4,100,200,60,2,3.0,10,3.0,4,1,2,2
5,100,200,60,1,3.0,8,3.0,4,4,2,1
6,100,200,60,13,3.0,10,3.0,2,1,1,1
7,100,200,60,13,3.0,10,3.0,2,1,1,1
8,100,200,60,13,3.0,10,3.0,2,1,1,1
9,100,200,60,13,3.0,10,3.0,2,1,1,1
10,100,200,60,13,3.0,10,3.0,2,1,1,1
11,100,200,60,13,3.0,10,3.0,2,1,1,1
12,100,200,60,13,3.0,10,3.0,2,1,1,1
13,100,200,60,13,3.0,10,3.0,2,1,1,1
14,100,200,60,13,3.0,10,3.0,2,1,1,1
15,100,200,60,13,3.0,10,3.0,2,1,1,1
16,100,200,60,13,3.0,10,3.0,2,1,1,1
17,100,200,60,13,3.0,10,3.0,2,1,1,1
18,100,200,60,13,3.0,10,3.0,2,1,1,1
19,100,200,60,3,1.0,2,0.0,2,1,1,9
20,100,200,60,3,1.0,2,0.0,2,1,1,9
21,100,200,60,3,1.0,2,0.0,2,1,1,9
22,100,200,60,1,3.0,5,3.0,2,1,2,2
23,100,200,60,1,1.0,10,3.0,4,2,2,1
24,100,200,60,3,3.0,2,1.0,2,1,2,1
25,100,200,60,3,3.0,2,1.0,2,1,2,1
26,100,200,60,3,3.0,2,1.0,2,1,2,1
27,100,200,60,7,3.0,6,2.0,2,1,2,9
28,100,200,60,7,3.0,6,2.0,2,1,2,9
29,100,200,60,7,3.0,6,2.0,2,1,2,9
30,100,200,60,7,3.0,6,2.0,2,1,2,9
31,100,200,60,7,3.0,6,2.0,2,1,2,9
32,100,200,60,7,3.0,6,2.0,2,1,2,9
33,100,200,60,7,3.0,6,2.0,2,1,2,9
34,100,200,60,2,2.0,8,3.0,4,2,2,2
35,100,200,60,2,2.0,8,3.0,4,2,2,2
36,100,200,60,1,1.0,7,3.0,4,2,2,2
37,100,200,60,15,2.0,6,2.0,2,1,2,1
38,100,200,60,15,2.0,6,2.0,2,1,2,1
39,100,200,60,15,2.0,6,2.0,2,1,2,1
40,100,200,60,15,2.0,6,2.0,2,1,2,1
41,100,200,60,15,2.0,6,2.0,2,1,2,1
42,100,200,60,15,2.0,6,2.0,2,1,2,1
43,100,200,60,15,2.0,6,2.0,2,1,2,1
44,100,200,60,15,2.0,6,2.0,2,1,2,1
45,100,200,60,15,2.0,6,2.0,2,1,2,1
46,100,200,60,15,2.0,6,2.0,2,1,2,1
47,100,200,60,15,2.0,6,2.0,2,1,2,1
48,100,200,60,15,2.0,6,2.0,2,1,2,1
49,100,200,60,15,2.0,6,2.0,2,1,2,1
50,100,200,60,15,2.0,6,2.0,2,1,2,1
51,100,200,60,15,2.0,6,2.0,2,1,2,1
52,100,200,60,5,3.0,6,3.0,4,3,1,2
53,100,200,60,5,3.0,6,3.0,4,3,1,2
54,100,200,60,5,3.0,6,3.0,4,3,1,2
55,100,200,60,5,3.0,6,3.0,4,3,1,2
56,100,200,60,5,3.0,6,3.0,4,3,1,2
57,100,200,60,1,3.0,8,3.0,2,1,2,1
58,100,200,60,3,3.0,9,2.0,2,1,2,1
59,100,200,60,3,3.0,9,2.0,2,1,2,1
60,100,200,60,3,3.0,9,2.0,2,1,2,1
61,100,200,60,2,3.0,6,2.0,2,1,1,1
62,100,200,60,2,3.0,6,2.0,2,1,1,1
63,100,200,60,2,2.0,6,3.0,2,1,1,1
64,100,200,60,2,2.0,6,3.0,2,1,1,1
65,100,200,60,2,3.0,10,3.0,4,2,2,1
66,100,200,60,2,3.0,10,3.0,4,2,2,1
67,100,200,60,2,1.0,4,1.0,2,1,2,1
68,100,200,60,2,1.0,4,1.0,2,1,2,1
69,100,200,60,1,3.0,6,2.0,4,2,1,2
70,100,200,60,3,3.0,7,3.0,3,2,1,1
71,100,200,60,3,3.0,7,3.0,3,2,1,1
72,100,200,60,3,3.0,7,3.0,3,2,1,1
73,100,200,60,1,3.0,6,3.0,4,2,1,2
74,100,200,60,4,3.0,7,3.0,4,2,2,1
75,100,200,60,4,3.0,7,3.0,4,2,2,1
76,100,200,60,4,3.0,7,3.0,4,2,2,1
77,100,200,60,4,3.0,7,3.0,4,2,2,1
78,100,200,60,1,3.0,9,3.0,2,1,2,1
79,100,200,60,16,2.0,10,3.0,2,1,2,1
80,100,200,60,16,2.0,10,3.0,2,1,2,1
81,100,200,60,16,2.0,10,3.0,2,1,2,1
82,100,200,60,16,2.0,10,3.0,2,1,2,1
83,100,200,60,16,2.0,10,3.0,2,1,2,1
84,100,200,60,16,2.0,10,3.0,2,1,2,1
85,100,200,60,16,2.0,10,3.0,2,1,2,1
86,100,200,60,16,2.0,10,3.0,2,1,2,1
87,100,200,60,16,2.0,10,3.0,2,1,2,1
88,100,200,60,16,2.0,10,3.0,2,1,2,1
89,100,200,60,16,2.0,10,3.0,2,1,2,1
90,100,200,60,16,2.0,10,3.0,2,1,2,1
91,100,200,60,16,2.0,10,3.0,2,1,2,1
92,100,200,60,16,2.0,10,3.0,2,1,2,1
93,100,200,60,16,2.0,10,3.0,2,1,2,1
94,100,200,60,16,2.0,10,3.0,2,1,2,1
95,100,200,60,2,0.0,10,3.0,4,1,1,2
96,100,200,60,2,0.0,10,3.0,4,1,1,2
97,100,200,60,10,3.0,6,3.0,2,1,1,1
98,100,200,60,10,3.0,6,3.0,2,1,1,1
99,100,200,60,10,3.0,6,3.0,2,1,1,1
100,100,200,60,10,3.0,6,3.0,2,1,1,1
101,100,200,60,10,3.0,6,3.0,2,1,1,1
102,100,200,60,10,3.0,6,3.0,2,1,1,1
103,100,200,60,10,3.0,6,3.0,2,1,1,1
104,100,200,60,10,3.0,6,3.0,2,1,1,1
105,100,200,60,10,3.0,6,3.0,2,1,1,1
106,100,200,60,10,3.0,6,3.0,2,1,1,1
107,100,200,60,6,2.0,7,2.0,2,1,2,9
108,100,200,60,6,2.0,7,2.0,2,1,2,9
109,100,200,60,6,2.0,7,2.0,2,1,2,9
