,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
0,2020HU0853695,1900,2000,60,3,0.0,10,0.0,5,3,2,9.14997,7.35501,1
1,2020HU0853695,1900,2000,60,3,0.0,10,0.0,5,3,2,9.14998,7.35501,1
2,2020HU0853695,1900,2000,60,3,0.0,10,0.0,5,3,2,9.14997,7.35501,1
3,2018HU0270440,1900,2000,60,2,3.0,10,3.0,4,1,2,9.04468,7.47364,1
4,2018HU0270440,1900,2000,60,2,3.0,10,3.0,4,1,2,9.04469,7.47364,1
5,2019HU0849555,1900,2000,60,1,3.0,8,3.0,4,4,2,9.0914,7.49876,1
6,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
7,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,1
8,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
9,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,1
10,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
11,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,1
12,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
13,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,1
14,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
15,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,1
16,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
17,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11565,7.45543,1
18,2021HU1200690,1900,2000,60,13,3.0,10,3.0,2,1,1,9.11564,7.45543,1
19,2021HU0273780,1900,2000,60,3,1.0,2,0.0,2,1,1,9.07494,7.39688,1
20,2021HU0273780,1900,2000,60,3,1.0,2,0.0,2,1,1,9.07495,7.39688,1
21,2021HU0273780,1900,2000,60,3,1.0,2,0.0,2,1,1,9.07494,7.39688,1
22,2020HU0628820,1900,2000,60,1,3.0,5,3.0,2,1,2,9.08138,7.48416,1
23,2017000247487,1900,2000,60,1,1.0,10,3.0,4,2,2,9.05983,7.50052,1
24,2018HU0278218,1900,2000,60,3,3.0,2,1.0,2,1,2,9.11721,7.40618,1
25,2018HU0278218,1900,2000,60,3,3.0,2,1.0,2,1,2,9.11722,7.40618,1
26,2018HU0278218,1900,2000,60,3,3.0,2,1.0,2,1,2,9.11721,7.40618,1
27,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,1
28,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.007399999999999,7.47,1
29,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,1
30,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.007399999999999,7.47,1
31,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,1
32,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.007399999999999,7.47,1
33,2017000738034,1900,2000,60,7,3.0,6,2.0,2,1,2,9.00739,7.47,1
34,2019HU0071859,1900,2000,60,2,2.0,8,3.0,4,2,2,8.98591,7.44547,1
35,2019HU0071859,1900,2000,60,2,2.0,8,3.0,4,2,2,8.98592,7.44547,1
36,2021HU0983782,1900,2000,60,1,1.0,7,3.0,4,2,2,9.07789,7.47146,1
37,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
38,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
39,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
40,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
41,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
42,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
43,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
44,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
45,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
46,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
47,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
48,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
49,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
50,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.05681,7.46549,1
51,2021HU0343140,1900,2000,60,15,2.0,6,2.0,2,1,2,9.0568,7.46549,1
52,2018HU1163183,1900,2000,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,1
53,2018HU1163183,1900,2000,60,5,3.0,6,3.0,4,3,1,9.00305,7.56025,1
54,2018HU1163183,1900,2000,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,1
55,2018HU1163183,1900,2000,60,5,3.0,6,3.0,4,3,1,9.00305,7.56025,1
56,2018HU1163183,1900,2000,60,5,3.0,6,3.0,4,3,1,9.00304,7.56025,1
57,2018HU1266042,1900,2000,60,1,3.0,8,3.0,2,1,2,8.9741,7.49017,1
58,2018HU0510879,1900,2000,60,3,3.0,9,2.0,2,1,2,9.07497,7.43258,1
59,2018HU0510879,1900,2000,60,3,3.0,9,2.0,2,1,2,9.07498,7.43258,1
60,2018HU0510879,1900,2000,60,3,3.0,9,2.0,2,1,2,9.07497,7.43258,1
61,2019HU0226332,1900,2000,60,2,3.0,6,2.0,2,1,1,9.04521,7.40591,1
62,2019HU0226332,1900,2000,60,2,3.0,6,2.0,2,1,1,9.04522,7.40591,1
63,2017000515932,1900,2000,60,2,2.0,6,3.0,2,1,1,9.07114,7.48524,1
64,2017000515932,1900,2000,60,2,2.0,6,3.0,2,1,1,9.07115,7.48524,1
65,2020HU0378270,1900,2000,60,2,3.0,10,3.0,4,2,2,9.03061,7.502,1
66,2020HU0378270,1900,2000,60,2,3.0,10,3.0,4,2,2,9.030619999999999,7.502,1
67,2020HU1124512,1900,2000,60,2,1.0,4,1.0,2,1,2,8.96854,7.46456,1
68,2020HU1124512,1900,2000,60,2,1.0,4,1.0,2,1,2,8.96855,7.46456,1
69,2017001328840,1900,2000,60,1,3.0,6,2.0,4,2,1,9.08081,7.43103,1
70,2017000831008,1900,2000,60,3,3.0,7,3.0,3,2,1,9.07398,7.40382,1
71,2017000831008,1900,2000,60,3,3.0,7,3.0,3,2,1,9.07399,7.40382,1
72,2017000831008,1900,2000,60,3,3.0,7,3.0,3,2,1,9.07398,7.40382,1
73,2019HU0600756,1900,2000,60,1,3.0,6,3.0,4,2,1,9.0372,7.48506,1
74,2021HU0400507,1900,2000,60,4,3.0,7,3.0,4,2,2,9.00009,7.42591,1
75,2021HU0400507,1900,2000,60,4,3.0,7,3.0,4,2,2,9.0001,7.42591,1
76,2021HU0400507,1900,2000,60,4,3.0,7,3.0,4,2,2,9.00009,7.42591,1
77,2021HU0400507,1900,2000,60,4,3.0,7,3.0,4,2,2,9.0001,7.42591,1
78,2018HU0815113,1900,2000,60,1,3.0,9,3.0,2,1,2,8.96609,7.38186,1
79,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
80,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
81,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
82,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
83,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
84,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
85,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
86,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
87,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
88,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
89,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
90,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
91,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
92,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
93,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07576,7.43018,1
94,2020HU0635187,1900,2000,60,16,2.0,10,3.0,2,1,2,9.07577,7.43018,1
95,2020HU0766721,1900,2000,60,2,0.0,10,3.0,4,1,1,9.06568,7.46812,1
96,2020HU0766721,1900,2000,60,2,0.0,10,3.0,4,1,1,9.06569,7.46812,1
97,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
98,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
99,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
100,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
101,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
102,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
103,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
104,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
105,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.97346,7.18634,1
106,2020HU1129731,1900,2000,60,10,3.0,6,3.0,2,1,1,8.973469999999999,7.18634,1
107,2017000342692,1900,2000,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,1
108,2017000342692,1900,2000,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,1
109,2017000342692,1900,2000,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,1
110,2017000342692,1900,2000,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,1
111,2017000342692,1900,2000,60,6,2.0,7,2.0,2,1,2,8.9491,7.26208,1
112,2017000342692,1900,2000,60,6,2.0,7,2.0,2,1,2,8.94911,7.26208,1
113,2018HU1101415,1900,2000,60,3,3.0,10,3.0,1,1,1,8.99864,7.46502,1
