,Unnamed: 0,SERIALNO,STRTTIME,ENDTIME,TRVLCMIN,HHSIZE,HHVEHCNT,HHFAMINC,WRKCOUNT,R_AGE,EDUC,R_SEX,LAT,LON,predicted_Class
4166,4166,2017000000496,900,1000,60,1,3.0,10,1.0,4,3,2,9.07316,7.45695,2
7745,7745,2017000000954,900,1000,60,1,3.0,6,1.0,5,3,1,9.06694,7.44349,2
6047,6047,2017000002261,900,1000,60,2,2.0,8,0.0,4,2,1,9.06536,7.3671,6
6046,6046,2017000002261,900,1000,60,2,2.0,8,0.0,4,2,1,9.06535,7.3671,6
4799,4799,2017000002716,900,1000,60,2,3.0,8,2.0,2,1,1,9.11356,7.42352,3
4798,4798,2017000002716,900,1000,60,2,3.0,8,2.0,2,1,1,9.11356,7.42352,3
1661,1661,2017000003442,900,1000,60,4,2.0,8,1.0,3,2,1,9.15058,7.31942,6
1662,1662,2017000003442,900,1000,60,4,2.0,8,1.0,3,2,1,9.15058,7.31942,6
1663,1663,2017000003442,900,1000,60,4,2.0,8,1.0,3,2,1,9.15058,7.31942,6
1664,1664,2017000003442,900,1000,60,4,2.0,8,1.0,3,2,1,9.15058,7.31942,6
4022,4022,2017000006164,900,1000,60,1,3.0,6,1.0,4,2,2,9.07372,7.48185,2
3853,3853,2017000007407,900,1000,60,2,3.0,9,2.0,4,4,1,9.07946,7.49824,2
3854,3854,2017000007407,900,1000,60,2,3.0,9,2.0,4,4,1,9.08039,7.49419,2
9323,9323,2017000007825,900,1000,60,1,1.0,4,0.0,5,2,2,9.07109,7.45747,5
7153,7153,2017000008274,900,1000,60,1,2.0,5,1.0,5,2,1,9.07175,7.40296,2
3873,3873,2017000009705,900,1000,60,2,3.0,7,3.0,2,1,1,9.096,7.47721,2
3872,3872,2017000009705,900,1000,60,2,3.0,7,3.0,2,1,1,9.096,7.47721,2
3758,3758,2017000010614,900,1000,60,2,2.0,6,2.0,3,3,1,9.09164,7.41392,2
3757,3757,2017000010614,900,1000,60,2,2.0,6,2.0,3,3,1,9.09164,7.41392,2
8129,8129,2017000012735,900,1000,60,1,2.0,4,0.0,5,2,1,9.03634,7.52139,5
5831,5831,2017000013076,900,1000,60,2,2.0,7,2.0,4,3,1,9.02981,7.5787,2
5830,5830,2017000013076,900,1000,60,2,2.0,7,2.0,4,3,1,9.0298,7.5787,2
7139,7139,2017000013654,900,1000,60,1,2.0,4,0.0,5,2,1,9.01525,7.56151,5
4745,4745,2017000014114,900,1000,60,1,2.0,5,0.0,4,2,2,9.09114,7.478,5
3252,3252,2017000014315,900,1000,60,1,3.0,6,2.0,2,1,2,9.06173,7.41872,2
9870,9870,2017000017688,900,1000,60,1,2.0,3,0.0,4,2,1,9.03328,7.49891,5
5734,5734,2017000017938,900,1000,60,1,1.0,4,1.0,5,4,1,9.07654,7.44328,2
3529,3529,2017000018745,900,1000,60,2,3.0,6,3.0,4,3,2,9.00248,7.56392,2
3530,3530,2017000018745,900,1000,60,2,3.0,6,3.0,4,3,2,9.00248,7.56392,2
9382,9382,2017000020709,900,1000,60,1,1.0,5,0.0,5,3,2,9.1049,7.40718,5
4788,4788,2017000021778,900,1000,60,1,3.0,8,2.0,3,4,2,9.00125,7.45439,2
6460,6460,2017000023137,900,1000,60,1,3.0,7,2.0,5,1,1,9.08714,7.47733,2
7002,7002,2017000024239,900,1000,60,1,2.0,6,0.0,5,4,1,9.00286,7.56016,6
2825,2825,2017000025181,900,1000,60,1,2.0,6,1.0,4,2,1,9.07236,7.49044,2
2852,2852,2017000026704,900,1000,60,2,1.0,6,2.0,4,3,2,9.01464,7.48218,2
2853,2853,2017000026704,900,1000,60,2,1.0,6,2.0,4,3,2,9.01464,7.48218,2
8109,8109,2017000027188,900,1000,60,1,2.0,6,1.0,5,2,2,9.07576,7.43018,2
8222,8222,2017000028397,900,1000,60,2,2.0,9,2.0,5,2,2,9.04671,7.49441,2
8221,8221,2017000028397,900,1000,60,2,2.0,9,2.0,5,2,2,9.0467,7.49441,2
7419,7419,2017000031334,900,1000,60,1,3.0,7,0.0,4,2,1,9.06608,7.3959,5
7188,7188,2017000031382,900,1000,60,1,2.0,5,2.0,3,4,2,9.00304,7.56025,2
2923,2923,2017000032799,900,1000,60,3,3.0,7,2.0,1,1,2,9.06581,7.42539,3
2921,2921,2017000032799,900,1000,60,3,3.0,7,2.0,1,1,2,9.06581,7.42539,3
2922,2922,2017000032799,900,1000,60,3,3.0,7,2.0,1,1,2,9.06581,7.42539,3
7760,7760,2017000033645,900,1000,60,1,3.0,8,2.0,5,4,2,9.0314,7.47006,2
7101,7101,2017000034464,900,1000,60,2,2.0,7,0.0,4,3,2,9.11429,7.42153,6
7100,7100,2017000034464,900,1000,60,2,2.0,7,0.0,4,3,2,9.11428,7.42153,6
321,321,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.00155,7.47181,6
319,319,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.01757,7.44231,6
318,318,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.01757,7.44231,6
315,315,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.01757,7.44231,6
316,316,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.01757,7.44231,6
317,317,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.01757,7.44231,6
320,320,2017000036514,900,1000,60,7,3.0,7,1.0,2,1,2,9.00155,7.47181,6
7242,7242,2017000039040,900,1000,60,2,2.0,2,0.0,5,2,1,9.04076,7.50017,5
7241,7241,2017000039040,900,1000,60,2,2.0,2,0.0,5,2,1,9.04076,7.50017,5
3223,3223,2017000040462,900,1000,60,2,2.0,6,3.0,2,1,1,9.05012,7.49227,2
3222,3222,2017000040462,900,1000,60,2,2.0,6,3.0,2,1,1,9.05012,7.49227,2
7445,7445,2017000041466,900,1000,60,1,3.0,5,1.0,5,2,2,9.11428,7.42153,2
3785,3785,2017000042488,900,1000,60,1,2.0,6,2.0,2,1,2,9.09461,7.48115,2
2512,2512,2017000045909,900,1000,60,1,2.0,7,2.0,4,4,2,9.07048,7.46314,2
2046,2046,2017000048857,900,1000,60,1,2.0,7,2.0,1,1,1,9.08228,7.48975,2
2211,2211,2017000049084,900,1000,60,1,3.0,7,2.0,4,3,2,9.08715,7.49036,2
1877,1877,2017000054865,900,1000,60,2,3.0,5,2.0,4,2,2,9.05356,7.45213,2
1876,1876,2017000054865,900,1000,60,2,3.0,5,2.0,4,2,2,9.05356,7.45213,2
3892,3892,2017000055122,900,1000,60,2,3.0,8,2.0,4,4,2,9.08413,7.49127,2
3891,3891,2017000055122,900,1000,60,2,3.0,8,2.0,4,4,2,9.08413,7.49127,2
7754,7754,2017000056451,900,1000,60,1,2.0,5,1.0,4,3,1,9.017,7.44139,2
8159,8159,2017000056681,900,1000,60,1,1.0,6,0.0,5,2,1,8.94446,7.45473,5
2857,2857,2017000060829,900,1000,60,3,2.0,6,0.0,4,3,1,9.02933,7.58585,6
2858,2858,2017000060829,900,1000,60,3,2.0,6,0.0,4,3,1,9.02934,7.58585,6
2859,2859,2017000060829,900,1000,60,3,2.0,6,0.0,4,3,1,9.02933,7.58585,6
2929,2929,2017000063093,900,1000,60,2,3.0,6,2.0,4,4,2,9.03232,7.47032,2
2930,2930,2017000063093,900,1000,60,2,3.0,6,2.0,4,4,2,9.03232,7.47032,2
7749,7749,2017000063503,900,1000,60,1,2.0,6,2.0,4,3,1,9.06601,7.49304,2
4622,4622,2017000065925,900,1000,60,1,3.0,6,3.0,2,1,1,9.0568,7.46549,2
1164,1164,2017000066607,900,1000,60,2,2.0,3,2.0,2,1,1,8.94667,7.54936,3
1165,1165,2017000066607,900,1000,60,2,2.0,3,2.0,2,1,1,8.94667,7.54936,3
8839,8839,2017000067927,900,1000,60,1,0.0,3,0.0,5,2,1,9.07684,7.49782,5
2964,2964,2017000068209,900,1000,60,1,2.0,6,2.0,4,2,1,9.08592,7.48993,2
5124,5124,2017000069439,900,1000,60,1,3.0,5,2.0,4,4,1,9.00882,7.47166,2
356,356,2017000070041,900,1000,60,1,2.0,4,1.0,5,2,2,9.07413,7.44937,5
8008,8008,2017000073577,900,1000,60,1,3.0,6,0.0,4,2,1,9.1035,7.42203,5
4665,4665,2017000073728,900,1000,60,1,3.0,7,3.0,4,3,2,9.03546,7.58156,2
6914,6914,2017000075013,900,1000,60,1,2.0,2,0.0,5,2,1,9.07609,7.48972,5
6336,6336,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02852,7.48748,2
6337,6337,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02853,7.48748,2
6334,6334,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02852,7.48748,2
6333,6333,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02853,7.48748,2
6339,6339,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02853,7.48748,2
6332,6332,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02852,7.48748,2
6335,6335,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02853,7.48748,2
6338,6338,2017000076156,900,1000,60,8,3.0,7,2.0,4,3,2,9.02852,7.48748,2
2931,2931,2017000078387,900,1000,60,1,3.0,6,2.0,2,1,1,9.05454,7.47099,2
5974,5974,2017000079782,900,1000,60,4,3.0,8,2.0,4,2,2,9.03211,7.46999,2
5975,5975,2017000079782,900,1000,60,4,3.0,8,2.0,4,2,2,9.03212,7.46999,2
5973,5973,2017000079782,900,1000,60,4,3.0,8,2.0,4,2,2,9.03212,7.46999,2
5972,5972,2017000079782,900,1000,60,4,3.0,8,2.0,4,2,2,9.03211,7.46999,2
8219,8219,2017000082009,900,1000,60,1,2.0,8,0.0,5,2,2,9.07953,7.48113,5
7671,7671,2017000082350,900,1000,60,1,2.0,4,2.0,4,2,1,9.07224,7.40448,2
4597,4597,2017000082557,900,1000,60,2,3.0,8,2.0,4,3,2,8.89031,7.24589,2
4596,4596,2017000082557,900,1000,60,2,3.0,8,2.0,4,3,2,8.8903,7.24589,2
6674,6674,2017000084284,900,1000,60,1,2.0,8,1.0,5,3,1,9.01715,7.47606,2
5949,5949,2017000086066,900,1000,60,1,3.0,9,2.0,4,3,2,9.07576,7.43018,2
5575,5575,2017000087194,900,1000,60,2,1.0,7,2.0,5,2,2,9.07224,7.40432,2
5576,5576,2017000087194,900,1000,60,2,1.0,7,2.0,5,2,2,9.07225,7.40432,2
8094,8094,2017000087534,900,1000,60,1,1.0,7,2.0,5,2,1,8.98591,7.44547,2
4704,4704,2017000089817,900,1000,60,3,2.0,8,2.0,2,1,2,9.07002,7.48245,6
4703,4703,2017000089817,900,1000,60,3,2.0,8,2.0,2,1,2,9.07001,7.48245,6
4705,4705,2017000089817,900,1000,60,3,2.0,8,2.0,2,1,2,9.07001,7.48245,6
901,901,2017000092014,900,1000,60,2,1.0,4,1.0,4,2,1,9.07129,7.48685,2
902,902,2017000092014,900,1000,60,2,1.0,4,1.0,4,2,1,9.07129,7.48685,2
3022,3022,2017000092478,900,1000,60,3,2.0,6,2.0,1,1,1,9.09748,7.49819,3
3023,3023,2017000092478,900,1000,60,3,2.0,6,2.0,1,1,1,9.09748,7.49819,3
3024,3024,2017000092478,900,1000,60,3,2.0,6,2.0,1,1,1,9.09748,7.49819,3
7253,7253,2017000093400,900,1000,60,1,2.0,2,1.0,2,1,2,9.07857,7.49469,6
7167,7167,2017000093513,900,1000,60,1,1.0,5,0.0,5,1,2,9.10418,7.49318,5
6229,6229,2017000093560,900,1000,60,1,3.0,7,0.0,5,4,1,8.87967,7.23107,6
7079,7079,2017000095056,900,1000,60,2,3.0,7,1.0,5,2,1,9.02779,7.49558,5
7078,7078,2017000095056,900,1000,60,2,3.0,7,1.0,5,2,1,9.02779,7.49558,5
5554,5554,2017000095075,900,1000,60,1,3.0,7,2.0,4,2,2,9.10244,7.48662,2
8178,8178,2017000095837,900,1000,60,1,2.0,5,2.0,4,4,2,9.0741,7.4515,2
7427,7427,2017000097643,900,1000,60,1,2.0,6,1.0,5,2,2,9.02822,7.49753,2
1099,1099,2017000099009,900,1000,60,1,1.0,4,0.0,4,1,1,9.07495,7.47964,5
1904,1904,2017000099056,900,1000,60,1,1.0,2,1.0,1,1,1,9.04284,7.50906,3
8945,8945,2017000100776,900,1000,60,1,1.0,2,0.0,5,2,2,9.08893,7.40809,5
2258,2258,2017000101711,900,1000,60,1,3.0,7,3.0,4,4,2,9.06896,7.45019,2
6730,6730,2017000103676,900,1000,60,2,2.0,6,1.0,5,4,1,8.97906,7.36285,5
6729,6729,2017000103676,900,1000,60,2,2.0,6,1.0,5,4,1,8.97906,7.36285,5
9226,9226,2017000105683,900,1000,60,1,1.0,5,0.0,4,2,1,9.07381,7.47589,5
4960,4960,2017000112469,900,1000,60,2,3.0,5,3.0,4,2,2,9.05475,7.46755,2
4959,4959,2017000112469,900,1000,60,2,3.0,5,3.0,4,2,2,9.05474,7.46755,2
5951,5951,2017000114639,900,1000,60,1,2.0,6,1.0,4,3,2,8.97346,7.18634,2
3325,3325,2017000115511,900,1000,60,1,3.0,8,3.0,2,1,2,8.9589,7.24949,2
2145,2145,2017000115889,900,1000,60,2,2.0,8,2.0,2,1,1,9.08888,7.47989,6
2146,2146,2017000115889,900,1000,60,2,2.0,8,2.0,2,1,1,9.08889,7.47989,6
4290,4290,2017000119690,900,1000,60,2,3.0,5,2.0,5,2,1,9.03043,7.47178,2
4289,4289,2017000119690,900,1000,60,2,3.0,5,2.0,5,2,1,9.03043,7.47178,2
7345,7345,2017000121346,900,1000,60,2,1.0,3,2.0,4,3,2,9.0507,7.45185,2
7344,7344,2017000121346,900,1000,60,2,1.0,3,2.0,4,3,2,9.05069,7.45185,2
3309,3309,2017000122501,900,1000,60,1,3.0,8,3.0,4,2,1,9.07116,7.48529,2
4741,4741,2017000122843,900,1000,60,1,3.0,7,2.0,2,1,2,9.01602,7.4803,2
5303,5303,2017000123466,900,1000,60,2,2.0,7,2.0,4,4,2,9.00958,7.45917,2
5302,5302,2017000123466,900,1000,60,2,2.0,7,2.0,4,4,2,9.00957,7.45917,2
2248,2248,2017000126140,900,1000,60,1,3.0,9,3.0,2,1,2,9.04154,7.46266,2
7563,7563,2017000126303,900,1000,60,1,3.0,8,1.0,5,4,2,9.05204,7.46103,2
3634,3634,2017000127271,900,1000,60,1,2.0,3,1.0,4,3,2,9.112,7.42145,2
3594,3594,2017000130839,900,1000,60,1,3.0,10,0.0,4,2,1,9.10536,7.4245,6
6939,6939,2017000134078,900,1000,60,1,2.0,6,2.0,4,4,1,9.00125,7.45439,2
4962,4962,2017000134522,900,1000,60,1,3.0,3,1.0,4,3,2,9.11428,7.42153,2
182,182,2017000134996,900,1000,60,1,2.0,5,1.0,4,2,2,9.07147,7.48154,2
2227,2227,2017000135079,900,1000,60,1,2.0,3,1.0,4,3,1,9.08242,7.47114,2
1881,1881,2017000135646,900,1000,60,2,3.0,7,3.0,4,1,1,9.04898,7.4919,2
1880,1880,2017000135646,900,1000,60,2,3.0,7,3.0,4,1,1,9.04898,7.4919,2
8742,8742,2017000136350,900,1000,60,1,1.0,1,0.0,4,1,2,9.07942,7.46199,5
7853,7853,2017000137461,900,1000,60,1,3.0,8,2.0,4,3,2,9.0743,7.49162,2
2547,2547,2017000137494,900,1000,60,3,3.0,9,2.0,4,3,2,9.08182,7.49317,2
2548,2548,2017000137494,900,1000,60,3,3.0,9,2.0,4,3,2,9.08182,7.49317,2
2549,2549,2017000137494,900,1000,60,3,3.0,9,2.0,4,3,2,9.08182,7.49317,2
8675,8675,2017000138947,900,1000,60,3,1.0,4,0.0,4,4,1,9.08838,7.49717,5
8677,8677,2017000138947,900,1000,60,3,1.0,4,0.0,4,4,1,9.08838,7.49717,5
8676,8676,2017000138947,900,1000,60,3,1.0,4,0.0,4,4,1,9.08838,7.49717,5
938,938,2017000139375,900,1000,60,1,2.0,3,1.0,2,1,1,9.0023,7.47203,6
6492,6492,2017000140559,900,1000,60,1,2.0,6,2.0,5,2,2,9.08888,7.47989,2
3910,3910,2017000140861,900,1000,60,1,3.0,6,1.0,4,3,2,9.04519,7.48563,2
5425,5425,2017000141321,900,1000,60,1,2.0,8,2.0,2,1,2,9.08714,7.47733,2
9859,9859,2017000141901,900,1000,60,1,1.0,5,0.0,4,3,2,9.07853,7.39198,6
4612,4612,2017000143668,900,1000,60,4,2.0,9,1.0,2,1,2,9.08139,7.48416,6
4611,4611,2017000143668,900,1000,60,4,2.0,9,1.0,2,1,2,9.08138,7.48416,6
4610,4610,2017000143668,900,1000,60,4,2.0,9,1.0,2,1,2,9.08139,7.48416,6
4609,4609,2017000143668,900,1000,60,4,2.0,9,1.0,2,1,2,9.08138,7.48416,6
4984,4984,2017000144325,900,1000,60,2,3.0,7,2.0,2,1,1,9.09748,7.49819,3
4985,4985,2017000144325,900,1000,60,2,3.0,7,2.0,2,1,1,9.09748,7.49819,3
8201,8201,2017000146866,900,1000,60,1,2.0,10,1.0,5,5,1,9.04313,7.53078,2
1908,1908,2017000149682,900,1000,60,2,3.0,7,2.0,1,1,2,9.07851,7.47445,6
1909,1909,2017000149682,900,1000,60,2,3.0,7,2.0,1,1,2,9.07851,7.47445,6
3146,3146,2017000150080,900,1000,60,1,3.0,9,2.0,4,3,2,9.10589,7.42194,2
8477,8477,2017000150521,900,1000,60,4,1.0,5,0.0,3,5,2,9.04522,7.40591,6
8476,8476,2017000150521,900,1000,60,4,1.0,5,0.0,3,5,2,9.04521,7.40591,6
8475,8475,2017000150521,900,1000,60,4,1.0,5,0.0,3,5,2,9.04522,7.40591,6
8474,8474,2017000150521,900,1000,60,4,1.0,5,0.0,3,5,2,9.04521,7.40591,6
3715,3715,2017000151555,900,1000,60,3,3.0,7,1.0,1,1,1,9.06496,7.47347,6
3713,3713,2017000151555,900,1000,60,3,3.0,7,1.0,1,1,1,9.06496,7.47347,6
3714,3714,2017000151555,900,1000,60,3,3.0,7,1.0,1,1,1,9.06497,7.47347,6
4833,4833,2017000152897,900,1000,60,1,3.0,7,0.0,4,1,1,9.08057,7.48577,5
2972,2972,2017000153797,900,1000,60,1,2.0,6,2.0,2,1,1,9.02928,7.58131,2
4002,4002,2017000157225,900,1000,60,1,2.0,5,1.0,4,3,2,9.08545,7.49718,2
3963,3963,2017000157368,900,1000,60,1,2.0,5,1.0,3,2,2,9.06619,7.43841,2
2170,2170,2017000157463,900,1000,60,2,2.0,8,3.0,3,3,1,9.05137,7.508,2
2169,2169,2017000157463,900,1000,60,2,2.0,8,3.0,3,3,1,9.05137,7.508,2
2404,2404,2017000157613,900,1000,60,3,2.0,8,2.0,1,1,2,9.02908,7.47653,6
2403,2403,2017000157613,900,1000,60,3,2.0,8,2.0,1,1,2,9.02909,7.47653,6
2402,2402,2017000157613,900,1000,60,3,2.0,8,2.0,1,1,2,9.02908,7.47653,6
5059,5059,2017000158932,900,1000,60,1,1.0,5,1.0,2,1,2,8.96609,7.38186,6
3897,3897,2017000159984,900,1000,60,1,2.0,6,1.0,3,2,2,9.06328,7.42526,2
7669,7669,2017000162046,900,1000,60,1,3.0,6,2.0,5,2,2,9.1024,7.49433,2
3125,3125,2017000162417,900,1000,60,2,3.0,5,2.0,2,1,2,9.11739,7.41135,3
3124,3124,2017000162417,900,1000,60,2,3.0,5,2.0,2,1,2,9.11739,7.41135,3
7646,7646,2017000165064,900,1000,60,1,1.0,5,1.0,5,2,2,9.04313,7.53078,2
3359,3359,2017000170239,900,1000,60,1,3.0,9,3.0,2,1,2,9.04158,7.5157,2
4161,4161,2017000170564,900,1000,60,1,2.0,2,0.0,4,1,2,8.99255,7.41022,5
7067,7067,2017000170980,900,1000,60,1,2.0,8,0.0,4,3,1,9.10536,7.4245,6
9563,9563,2017000174028,900,1000,60,2,1.0,3,0.0,5,3,2,9.00141,7.47193,5
9562,9562,2017000174028,900,1000,60,2,1.0,3,0.0,5,3,2,9.00141,7.47193,5
5205,5205,2017000174616,900,1000,60,1,3.0,8,2.0,4,3,2,9.09543,7.49335,2
8862,8862,2017000176358,900,1000,60,3,1.0,6,0.0,4,5,2,9.07551,7.48167,6
8863,8863,2017000176358,900,1000,60,3,1.0,6,0.0,4,5,2,9.07552,7.48167,6
8864,8864,2017000176358,900,1000,60,3,1.0,6,0.0,4,5,2,9.07551,7.48167,6
3947,3947,2017000176897,900,1000,60,1,2.0,5,1.0,4,5,2,9.0826,7.47872,2
7609,7609,2017000177711,900,1000,60,1,3.0,9,2.0,4,4,1,9.07097,7.42997,2
7001,7001,2017000181023,900,1000,60,1,1.0,4,1.0,2,1,2,9.02828,7.57791,6
6448,6448,2017000181936,900,1000,60,1,3.0,8,2.0,5,4,1,9.0372,7.48506,2
8170,8170,2017000185289,900,1000,60,1,2.0,6,0.0,4,4,2,9.01531,7.49134,6
6617,6617,2017000187194,900,1000,60,1,3.0,6,2.0,4,5,1,9.07367,7.47846,2
8104,8104,2017000187626,900,1000,60,1,2.0,7,0.0,5,1,1,9.0762,7.4264,5
7794,7794,2017000190022,900,1000,60,1,2.0,8,2.0,4,5,1,9.08746,7.47625,2
4506,4506,2017000190927,900,1000,60,2,3.0,7,3.0,4,2,1,9.1422,7.36924,2
4505,4505,2017000190927,900,1000,60,2,3.0,7,3.0,4,2,1,9.1422,7.36924,2
7150,7150,2017000192210,900,1000,60,6,2.0,5,2.0,3,2,1,9.08492,7.46055,2
7151,7151,2017000192210,900,1000,60,6,2.0,5,2.0,3,2,1,9.08493,7.46055,2
7147,7147,2017000192210,900,1000,60,6,2.0,5,2.0,3,2,1,9.08493,7.46055,2
7148,7148,2017000192210,900,1000,60,6,2.0,5,2.0,3,2,1,9.08492,7.46055,2
7149,7149,2017000192210,900,1000,60,6,2.0,5,2.0,3,2,1,9.08493,7.46055,2
7146,7146,2017000192210,900,1000,60,6,2.0,5,2.0,3,2,1,9.08492,7.46055,2
950,950,2017000193463,900,1000,60,2,3.0,9,2.0,2,1,1,9.0023,7.47203,6
951,951,2017000193463,900,1000,60,2,3.0,9,2.0,2,1,1,9.0023,7.47203,6
7947,7947,2017000193908,900,1000,60,1,2.0,4,0.0,5,2,1,9.09343,7.49655,5
6187,6187,2017000198074,900,1000,60,5,2.0,8,2.0,4,4,2,9.04293,7.50863,2
6188,6188,2017000198074,900,1000,60,5,2.0,8,2.0,4,4,2,9.04294,7.50863,2
6186,6186,2017000198074,900,1000,60,5,2.0,8,2.0,4,4,2,9.04294,7.50863,2
6189,6189,2017000198074,900,1000,60,5,2.0,8,2.0,4,4,2,9.04293,7.50863,2
6185,6185,2017000198074,900,1000,60,5,2.0,8,2.0,4,4,2,9.04293,7.50863,2
1974,1974,2017000199159,900,1000,60,1,3.0,9,2.0,4,5,2,9.0735,7.44378,2
4821,4821,2017000199216,900,1000,60,1,3.0,7,2.0,4,2,1,9.02846,7.47815,2
6954,6954,2017000200502,900,1000,60,1,2.0,5,2.0,4,2,1,9.0905,7.48394,2
7570,7570,2017000200926,900,1000,60,2,1.0,3,1.0,4,1,1,9.02779,7.49558,5
7569,7569,2017000200926,900,1000,60,2,1.0,3,1.0,4,1,1,9.02779,7.49558,5
5903,5903,2017000201276,900,1000,60,1,2.0,6,0.0,3,2,1,9.05983,7.50052,6
6222,6222,2017000203688,900,1000,60,4,1.0,4,1.0,4,3,2,8.97306,7.36804,5
6224,6224,2017000203688,900,1000,60,4,1.0,4,1.0,4,3,2,8.97306,7.36804,5
6223,6223,2017000203688,900,1000,60,4,1.0,4,1.0,4,3,2,8.97306,7.36804,5
6225,6225,2017000203688,900,1000,60,4,1.0,4,1.0,4,3,2,8.97306,7.36804,5
7713,7713,2017000204600,900,1000,60,1,3.0,9,2.0,4,3,2,8.91553,7.26149,2
2234,2234,2017000204846,900,1000,60,1,3.0,6,2.0,4,4,1,9.07424,7.47853,2
6572,6572,2017000206424,900,1000,60,1,3.0,8,0.0,4,3,2,9.08652,7.49147,6
7302,7302,2017000207239,900,1000,60,2,1.0,6,0.0,5,2,2,9.0728,7.46698,5
7301,7301,2017000207239,900,1000,60,2,1.0,6,0.0,5,2,2,9.0728,7.46698,5
4953,4953,2017000212804,900,1000,60,1,3.0,5,3.0,3,3,1,9.06343,7.45897,2
5163,5163,2017000213837,900,1000,60,1,2.0,4,1.0,3,1,1,9.07523,7.46814,2
4522,4522,2017000216054,900,1000,60,1,2.0,7,2.0,4,3,2,9.04611,7.4647,2
2172,2172,2017000218208,900,1000,60,2,3.0,8,1.0,2,1,2,8.96869,7.43814,6
2171,2171,2017000218208,900,1000,60,2,3.0,8,1.0,2,1,2,8.96868,7.43814,6
1409,1409,2017000218299,900,1000,60,1,3.0,7,2.0,2,1,1,9.02821,7.49753,2
9493,9493,2017000221211,900,1000,60,1,1.0,2,0.0,5,4,2,9.08836,7.49842,5
5023,5023,2017000221776,900,1000,60,1,3.0,7,3.0,2,1,1,8.95823,7.36845,2
3968,3968,2017000222042,900,1000,60,1,2.0,5,2.0,2,1,1,9.06566,7.46138,2
7425,7425,2017000222248,900,1000,60,1,3.0,5,2.0,4,3,1,9.07499,7.43255,2
1777,1777,2017000222353,900,1000,60,1,3.0,7,3.0,4,3,2,9.07929,7.49083,2
3951,3951,2017000223728,900,1000,60,1,2.0,5,2.0,1,1,2,9.10589,7.42194,2
6073,6073,2017000224813,900,1000,60,2,3.0,7,1.0,5,3,1,9.0728,7.46698,5
6072,6072,2017000224813,900,1000,60,2,3.0,7,1.0,5,3,1,9.0728,7.46698,5
5968,5968,2017000225707,900,1000,60,1,1.0,6,2.0,4,2,1,9.04895,7.47441,2
552,552,2017000226910,900,1000,60,1,1.0,6,2.0,4,1,1,9.08539,7.48246,2
7255,7255,2017000227260,900,1000,60,1,2.0,6,2.0,4,3,1,9.04787,7.48515,2
4351,4351,2017000227783,900,1000,60,2,3.0,5,2.0,4,3,2,9.06102,7.45534,2
4350,4350,2017000227783,900,1000,60,2,3.0,5,2.0,4,3,2,9.06102,7.45534,2
7999,7999,2017000227872,900,1000,60,1,2.0,4,2.0,4,3,1,8.91553,7.26149,2
5046,5046,2017000228099,900,1000,60,2,3.0,8,2.0,5,2,1,8.97411,7.49017,2
5045,5045,2017000228099,900,1000,60,2,3.0,8,2.0,5,2,1,8.9741,7.49017,2
3987,3987,2017000230683,900,1000,60,1,2.0,6,2.0,1,1,1,9.04192,7.3931,2
9209,9209,2017000237450,900,1000,60,1,0.0,2,0.0,5,3,2,9.01525,7.56151,5
3541,3541,2017000238077,900,1000,60,1,3.0,6,3.0,2,1,2,9.00974,7.57233,2
5343,5343,2017000239325,900,1000,60,1,3.0,8,3.0,5,3,2,9.07152,7.46907,2
8251,8251,2017000240145,900,1000,60,1,2.0,3,0.0,5,5,1,9.01697,7.47773,5
5304,5304,2017000241868,900,1000,60,1,2.0,8,0.0,4,2,1,9.06708,7.42357,6
8415,8415,2017000244356,900,1000,60,1,2.0,2,0.0,5,2,1,9.03148,7.49521,5
4943,4943,2017000247354,900,1000,60,1,0.0,5,0.0,4,3,2,9.0082,7.45853,5
23,23,2017000247487,900,1000,60,1,1.0,10,3.0,4,2,2,9.05986,7.50056,2
